hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
玻璃,bō lí,glass,กระจก,2,5,กระจก,
球员,qiú yuán,ball sports player; team member,นักกีฬา,2,4,"นักกีฬา, ผู้เล่น",
理性,lǐ xìng,reason; rationality,"เหตุผล, สติปัญญา",2,6,"เหตุผล, ความมีเหตุผล",
理智,lǐ zhì,reason; intellect,"เหตุผล, สติ",2,5,"เหตุผล, สติ",
生动,shēng dòng,"of descriptions, writing etc vivid; lively","ชีวชีวะ, มีชีวิตชีวา",2,5,มีชีวิตชีวา,
用心,yòng xīn,diligent; attentive; with concentration,ตั้งใจ; เอาใจใส่,2,4,ตั้งใจ; เอาใจใส่,
电台,diàn tái,transmitter-receiver; broadcasting station,สถานีวิทยุ,2,5,สถานีวิทยุ,
电视机,diàn shì jī,television set,โทรทัศน์,2,5,โทรทัศน์,
男士,nán shì,man; gentleman,ชายผู้ใหญ่,2,6,สุภาพบุรุษ,
畅销,chàng xiāo,to sell well; bestselling,"ขายดี, เป็นสินค้าขายดี",2,6,ขายดี,
留学生,liú xué shēng,student studying abroad,นักเรียนแลกเปลี่ยน,2,3,นักเรียนที่ไปเรียนต่างประเทศ,
留言,liú yán,to leave a message; message,"ปล่อยข้อความ, แสดงความคิดเห็น",2,5,ฝากข้อความ,
番茄,fān qié,tomato,มะเขือเทศ,2,6,มะเขือเทศ,
疲惫,pí bèi,beaten; exhausted,"เหนื่อยล้า, อ่อนเพลีย",2,6,"เหนื่อยล้า, อ่อนเพลีย",
痕迹,hén jì,vestige; mark,"ร่องรอย, เครื่องหมาย",2,5,ร่องรอย,
痛,tòng,ache; pain,ปวด,2,6,ปวด,
登机,dēng jī,to board a plane,ขึ้นเครื่องบิน,2,4,ขึ้นเครื่องบิน,
登记,dēng jì,to register,ลงทะเบียน,2,5,ลงทะเบียน,
皆,jiē,all; each and every,"ทั้งหมด, ทุกคน",2,6,"ทั้งหมด, ล้วน",
皇宫,huáng gōng,imperial palace,พระราชวัง,2,6,พระราชวัง,
皮鞋,pí xié,leather shoes,รองเท้าหนัง,2,3,รองเท้าหนัง,
盛,shèng,flourishing; abundant; grand,"เจริญรุ่งเรือง, อุดมสมบูรณ์",2,5,เจริญรุ่งเรือง; อุดมสมบูรณ์,
盲目,máng mù,unthinking,"บอด, โดยไม่คิด",2,6,หลับหูหลับตา,
直至,zhí zhì,lasting until; up till,"จนกระทั่ง, ถึง",2,6,จนกระทั่ง,
相声,xiàng shēng,comic dialogue; sketch,การแสดงตลกคู่ (เซียงเซิง),2,5,การแสดงตลกคู่ (เซียงเซิง),
相差,xiāng chà,to differ,แตกต่างจากกัน,2,6,"ต่างกัน, ห่างกัน",
相当,xiāng dāng,equivalent to; appropriate,เทียบเท่า,2,5,เทียบเท่า; ค่อนข้าง,EN-GLOSS-BUG: gloss omits the dominant adverbial sense 'quite/fairly/considerably'
看似,kàn shì,to look as if; to seem,ดูเหมือน,2,5,ดูเหมือน,
看出,kàn chū,to make out; to see,มองเห็น,2,4,"ดูออก, มองออก",
眼界,yǎn jiè,field of vision; outlook; horizon,"แนวมองของตา, ความเข้าใจ",2,6,"วิสัยทัศน์, มุมมอง",
矮小,ǎi xiǎo,short and small; low and small,"เตี้ย, เล็กน้อย",2,6,เตี้ยเล็ก,
砍,kǎn,to chop; to cut down,"ฟัน, สับ",2,5,"สับ, ฟัน",
研发,yán fā,research and development; to develop,วิจัยและพัฒนา,2,5,วิจัยและพัฒนา,
破产,pò chǎn,to go bankrupt; to become impoverished,ล้มละลาย,2,5,ล้มละลาย,
破裂,pò liè,to burst; to rupture,ฉีกขาด,2,6,แตกร้าว,
碰到,pèng dào,to come across; to run into,เจอ,2,5,เจอ,
碳,tàn,carbon,คาร์บอน,2,6,คาร์บอน,
磨难,mó nàn,a torment; a trial,"ความยากลำบาก, การทดสอบ",2,6,ความยากลำบาก; การทดสอบ,
示意,shì yì,to hint; to indicate,เบาะแส,2,5,"ส่งสัญญาณ, บอกใบ้",
礼,lǐ,gift; courtesy,ของขวัญ,2,4,ของขวัญ; มารยาท,
祖先,zǔ xiān,ancestors; forebears,บรรพบุรุษ,2,5,บรรพบุรุษ,
祝福,zhù fú,blessings; to wish someone well,ความเป็นสิริมงคล,2,5,"อวยพร, คำอวยพร",
神经,shén jīng,nerve; mental state,เส้นประสาท,2,5,เส้นประสาท,
福利,fú lì,material benefit; benefit in kind,สวัสดิการ,2,5,สวัสดิการ,
离婚,lí hūn,to divorce,หย่า,2,5,หย่า,
种种,zhǒng zhǒng,all kinds of,"หลายชนิด, ประเภทต่างๆ",2,5,สารพัด,
租金,zū jīn,rent,ค่าเช่า,2,4,ค่าเช่า,
秩序,zhì xù,order; orderliness,"ระเบียบ, ลำดับ",2,5,ระเบียบ,
积,jī,to amass; to accumulate,"สะสม, เก็บ",2,5,สะสม,
积蓄,jī xù,to save; to put aside,"เก็บสะสม, ออม",2,6,เก็บออม,
稀少,xī shǎo,sparse; rare,หาได้ยาก,2,5,"เบาบาง, หายาก",
稍,shāo,somewhat; a little,เล็กน้อย,2,4,เล็กน้อย,
空隙,kòng xì,crack; gap between two objects,ช่องว่างระหว่างวัตถุ,2,6,ช่องว่าง,
穿过,chuān guò,to pass through,ผ่านไป,2,5,ผ่านทะลุ,
窝,wō,nest; hollow,รัง,2,5,รัง; โพรง,
立场,lì chǎng,position; standpoint,"ตำแหน่ง, จุดยืน",2,6,"จุดยืน, ท่าที",
站立,zhàn lì,to stand; standing,ยืนตัวตั้ง,2,5,ยืน,
童话,tóng huà,children's fairy tales,"นิทานเด็ก, นิทานพ้อ",2,6,เทพนิยาย,
端,duān,tip; end,"ปลาย, ขอบ",2,6,ปลาย,
端午节,duān wǔ jié,Dragon Boat Festival,เทศกาลเรือมังกร,2,5,เทศกาลเรือมังกร,
答,dá,to answer; to reply,ตอบ,2,5,ตอบ,
筛选,shāi xuǎn,to filter,"กลั่นกรอง, เลือก",2,6,"กลั่นกรอง, เลือก",
简历,jiǎn lì,curriculum vitae; résumé,เอกสารประวัติ,2,5,"ประวัติย่อ, เรซูเม่",
简洁,jiǎn jié,concise; succinct,"สั้นกระชับ, กระชับ",2,6,"กระชับ, รัดกุม",
算是,suàn shì,considered to be; at last,ถือว่า,2,4,ถือว่า,
箭,jiàn,arrow,ลูกศร,2,5,ลูกศร,
粒,lì,grain; granule,"เม็ด, ละเม็ด",2,6,เม็ด,
精,jīng,essence; extract,"สาระสำคัญ, สกัด",2,6,สาระสำคัญ; หัวเชื้อ,
精品,jīng pǐn,quality goods; premium product,"สินค้าคุณภาพ, ผลิตภัณฑ์ระดับพรีเมียม",2,6,สินค้าคุณภาพ,
素材,sù cái,source material,"วัสดุดิบ, ข้อมูลต้นฉบับ",2,6,วัตถุดิบ; แหล่งข้อมูล,
紧密,jǐn mì,inseparably close,ยึดติดกันแน่นแฟ้น,2,5,แน่นแฟ้น,
紧急,jǐn jí,urgent; emergency,เร่งด่วน,2,5,เร่งด่วน; ฉุกเฉิน,
紧紧,jǐn jǐn,closely; tightly,"แน่นหนา, มิดชิด",2,5,"แน่น, กระชับ",
繁忙,fán máng,busy; bustling,"ยุ่งเหลือเฟือ, หนาแน่น",2,6,"ยุ่ง, วุ่นวาย",
繁荣,fán róng,prosperous; booming,เจริญรุ่งเรือง,2,5,เจริญรุ่งเรือง,
红茶,hóng chá,black tea,ชาดำ,2,3,ชาดำ,
约束,yuē shù,to restrict; to limit to,"จำกัด, บังคับ",2,6,"ควบคุม, จำกัด",
纪念,jì niàn,to commemorate; to honor the memory of,ระลึกถึง,2,5,ระลึกถึง,
纯,chún,pure; simple,"บริสุทธิ์, เรียบง่าย",2,6,บริสุทธิ์; เรียบง่าย,
纯洁,chún jié,pure; clean and honest,"บริสุทธิ์, สะอาด",2,6,"บริสุทธิ์, ใจใสสะอาด",
组合,zǔ hé,to assemble; to combine,"รวมเข้าด้วยกัน, การรวมกัน",2,6,ประกอบเข้าด้วยกัน,
细微,xì wēi,tiny; minute,ละเอียดอ่อน,2,6,"เล็กน้อย, ละเอียดอ่อน",
细心,xì xīn,meticulous; careful,ระมัดระวัง,2,5,ละเอียดรอบคอบ,
细腻,xì nì,of skin etc smooth; satiny,"ละเอียดอ่อน, ประณีต",2,6,"ละเอียดอ่อน, ประณีต",
终生,zhōng shēng,throughout one's life; lifetime,"ตลอดชีวิต, ทั้งชีวิต",2,6,"ตลอดชีวิต, ทั้งชีวิต",
经商,jīng shāng,to trade; to carry out commercial activities,ทำการค้า,2,5,"ค้าขาย, ทำธุรกิจ",
结冰,jié bīng,to freeze,เยือกแข็ง,2,5,จับตัวเป็นน้ำแข็ง,
结合,jié hé,to combine; to link,รวมกัน,2,5,รวมกัน,
绝,jué,to cut short; extinct,"ขาด, สูญหาย",2,6,ขาดสิ้น; สูญสิ้น,
统计,tǒng jì,statistics; to count,"สถิติ, นับหลาย",2,5,สถิติ; นับรวม,
继,jì,to continue; to follow after,"ทำต่อ, ติดตามหลัง",2,6,"สืบต่อ, ต่อจาก",
续,xù,to continue; to replenish,ดำเนินต่อไป,2,6,ต่อ; เติม,
维护,wéi hù,to defend; to safeguard,ปกป้อง,2,5,ปกป้อง,
缘故,yuán gù,reason; cause,เหตุผล,2,5,สาเหตุ,
缩小,suō xiǎo,to reduce; to decrease,ลดขนาด,2,5,ลดขนาด,
缩短,suō duǎn,to shorten; to reduce,ลดให้สั้นลง,2,6,ลดให้สั้นลง,
罚款,fá kuǎn,to fine; penalty,"ปรับเงิน, โทษเงิน",2,6,ปรับเงิน; ค่าปรับ,
美容,měi róng,beauty treatment,สมุนไพรความสวย,2,5,เสริมความงาม,
美满,měi mǎn,happy; blissful,"สุขสม, พอใจ",2,6,สุขสมบูรณ์,
群体,qún tǐ,community; colony,กลุ่มสัตว์,2,5,"กลุ่ม, หมู่คณะ",
翻,fān,to turn over; to flip over,พลิก,2,5,พลิก,
老实,lǎo shí,honest; sincere,"สัจจะ, ตรงไปตรงมา",2,5,"ซื่อสัตย์, ตรงไปตรงมา",
考量,kǎo liáng,to consider carefully,พิจารณาอย่างรอบคอบ,2,6,พิจารณาอย่างรอบคอบ,
考验,kǎo yàn,to test; to put to the test,"ทดสอบ, ทำให้สัมผัสการทดสอบ",2,5,"ทดสอบ, พิสูจน์",
耍,shuǎ,to play,เล่น,2,5,เล่น,
职责,zhí zé,duty; responsibility,หน้าที่,2,6,หน้าที่,
聘用,pìn yòng,to employ; to hire,ว่าจ้าง,2,5,ว่าจ้าง,
聚集,jù jí,to assemble; to gather,"รวมตัว, ชุมนุม",2,5,"รวมตัว, ชุมนุม",
肉,ròu,meat; flesh,เนื้อสัตว์,2,2,เนื้อสัตว์,
胃口,wèi kǒu,appetite; liking,"ความอยากอาหาร, รสนิยม",2,5,ความอยากอาหาร; ความชอบ,
胆子,dǎn zi,courage; nerve,"ความกล้า, ใจกล้า",2,5,ความกล้า,
胜,shèng,victory; success,"ชัยชนะ, ความสำเร็จ",2,6,ชัยชนะ; เอาชนะ,
胳膊,gē bó,arm,แขน,2,4,แขน,
脚步,jiǎo bù,footstep; step,การเดินเท้า,2,5,"ฝีเท้า, ก้าวเดิน",
脱身,tuō shēn,to get away; to escape,หนีออก,2,6,"ปลีกตัว, หลุดพ้น",
腐蚀,fǔ shí,corrosion; to corrode,"ผุกร่อน, เน่าเสีย",2,6,"กัดกร่อน, ผุกร่อน",
膜,mó,membrane; film,เยื่อบาง,2,5,เยื่อ; แผ่นฟิล์ม,
自从,zì cóng,since; ever since,ตั้งแต่,2,5,ตั้งแต่,
自信心,zì xìn xīn,self-confidence,ความเชื่อมั่นในตนเอง,2,6,ความเชื่อมั่นในตนเอง,
自学,zì xué,self-study; to study on one's own,เรียนด้วยตนเอง,2,6,เรียนด้วยตนเอง,
自私,zì sī,selfish; selfishness,เห็นแก่ตัว,2,5,เห็นแก่ตัว,
致富,zhì fù,to become rich,ให้รวยมั่งคั่ง,2,5,ทำให้ร่ำรวย,
舌头,shé tou,tongue,ลิ้น,2,6,ลิ้น,
航运,háng yùn,shipping; transport,การขนส่งทางเรือ,2,6,การขนส่งทางเรือ,
良性,liáng xìng,positive; leading to good consequences,"เชิงบวก, ดี",2,6,"เชิงบวก, ดี",
艰辛,jiān xīn,hardships; arduous,ความยากลำบาก,2,6,ความยากลำบาก,
色,sè,color; look,"สี, รูปลักษณ์",2,3,สี; สีหน้า,
芬芳,fēn fāng,perfume; fragrant,หอม,2,5,หอม,
芭蕾,bā lěi,ballet,บัลเล่ต์,2,6,บัลเล่ต์,
花园,huā yuán,garden; park,สวนดอกไม้,2,3,สวนดอกไม้,
花样,huā yàng,pattern; way of doing something,"รูปแบบ, วิธีการ",2,6,รูปแบบ; วิธีการ,
花纹,huā wén,decorative design,ลวดลายตกแต่ง,2,6,ลวดลายตกแต่ง,
苗条,miáo tiáo,of a woman slim; slender,สูงผอม,2,5,เพรียวบาง,
获取,huò qǔ,to gain; to get,"ได้มา, ได้รับ",2,5,"ได้มา, ได้รับ",
获奖,huò jiǎng,to win an award,ได้รางวัล,2,5,ได้รางวัล,
营造,yíng zào,to build; to construct,"สร้าง, ก่อสร้าง",2,5,"สร้าง, ก่อสร้าง",
蓝,lán,blue,สีน้ำเงิน,2,3,สีน้ำเงิน,
蓝天,lán tiān,blue sky,ท้องฟ้าสีคราม,2,3,ท้องฟ้าสีคราม,
藏,cáng,to conceal; to hide away,"ซ่อน, ปิดบัง",2,5,"ซ่อน, ปิดบัง",
虚伪,xū wěi,false; hypocritical,"ปลอมแปลง, หลอกลวง",2,6,"เสแสร้ง, ไม่จริงใจ",
虚幻,xū huàn,imaginary; illusory,เกิดจากจินตนาการ,2,6,"ลวงตา, ไม่จริง",
蛋白质,dàn bái zhì,protein,โปรตีน,2,5,โปรตีน,
融化,róng huà,to melt; to thaw,ละลาย,2,6,ละลาย,
行程,xíng chéng,journey; travel route,เส้นทาง,2,5,"การเดินทาง, เส้นทาง",
衡量,héng liáng,to weigh; to examine,"ชั่งนึก, วิเคราะห์",2,6,"ชั่งใจ, ประเมิน",
补救,bǔ jiù,to remedy,"แก้ไข, ช่วยเหลือ",2,6,"แก้ไข, เยียวยา",
衰老,shuāi lǎo,to age; to deteriorate with age,"สูงอายุ, เสื่อมสภาพ",2,6,"แก่ชรา, เสื่อมโทรมตามวัย",
被动,bèi dòng,passive,เชิงรับ,2,6,เชิงรับ,
西北,xī běi,northwest,ทิศตะวันตกเฉียงเหนือ,2,6,ทิศตะวันตกเฉียงเหนือ,
西方,xī fāng,the West; the Occident,ตะวันตก,2,4,ตะวันตก,
西装,xī zhuāng,suit; Western-style clothes,ชุดสูท,2,5,ชุดสูท,
西部,xī bù,western part,ภูมิภาคตะวันตก,2,4,ภูมิภาคตะวันตก,
要点,yào diǎn,main point; essential,"ประเด็นสำคัญ, สิ่งจำเป็น",2,6,"ประเด็นสำคัญ, ใจความหลัก",
见识,jiàn shí,to gain experience; exposure,"ได้รู้, ประสบการณ์",2,6,"เปิดหูเปิดตา, ประสบการณ์",
观测,guān cè,to observe; to survey,"สังเกต, สำรวจ",2,5,"สังเกต, สำรวจ",
观看,guān kàn,to watch; to view,ชมดู,2,4,"รับชม, ดู",
视力,shì lì,eyesight; visual acuity,ความสามารถในการมองเห็น,2,6,"สายตา, การมองเห็น",
视野,shì yě,field of view,"สนามสายตา, ขอบเขตการมอง",2,6,ขอบเขตการมองเห็น; วิสัยทัศน์,"EN-GLOSS-BUG: EN ""field of view"" missing figurative ""vision/horizons"" sense (kept)"
言行,yán xíng,words and actions,คำพูดและการกระทำ,2,6,คำพูดและการกระทำ,
言语,yán yǔ,words; speech,คำพูด,2,5,คำพูด,
警告,jǐng gào,to warn; to admonish,เตือน,2,5,เตือน,
警惕,jǐng tì,to be on the alert; vigilant,"ระมัดระวัง, ตื่นตัวระวังภัย",2,6,"ระมัดระวัง, ตื่นตัวระวังภัย",
计,jì,to calculate; to plan,"คำนวณ, ทำการนับ",2,5,คำนวณ; วางแผน,ต้นฉบับ 'ทำการนับ' ใช้รูป ทำการ+กริยา ที่ต้องเลี่ยง
计算机,jì suàn jī,computer,คอมพิวเตอร์,2,5,คอมพิวเตอร์,
订单,dìng dān,purchase order,ใบสั่งซื้อ,2,5,ใบสั่งซื้อ,
讲述,jiǎng shù,to talk about,"บรรยาย, เล่าเรื่อง",2,6,"บรรยาย, เล่าเรื่อง",
论证,lùn zhèng,to prove a point; to expound on,"พิสูจน์ข้อมูล, อ้างเหตุผล",2,6,"พิสูจน์ด้วยเหตุผล, ให้เหตุผล",
讽刺,fěng cì,to satirize; to mock,เยาะหยัน,2,5,"เสียดสี, ประชดประชัน",
设想,shè xiǎng,to imagine; to assume,สมมุติ,2,5,"จินตนาการ, สมมุติ",
评,píng,to discuss; to comment,พูดคุยและแสดงความเห็น,2,6,"วิจารณ์, แสดงความเห็น",
评委,píng wěi,evaluation committee; judging panel,คณะลูกขุน,2,5,"คณะกรรมการตัดสิน, กรรมการ",ต้นฉบับ 'คณะลูกขุน' = jury (คดีความ) ไม่ใช่กรรมการตัดสินการประกวด
试图,shì tú,to attempt; to try,"พยายาม, ลอง",2,5,"พยายาม, ลอง",
诚恳,chéng kěn,sincere; honest,จริงใจ,2,5,จริงใจ,
语气,yǔ qì,tone; manner of speaking,บรรยากาศการพูด,2,5,น้ำเสียง,
误,wù,mistake; error,"ความผิดพลาด, ข้อผิดพลาด",2,6,"ความผิดพลาด, ข้อผิดพลาด",
诱人,yòu rén,attractive; alluring,"น่าดึงดูด, น่าอกหัก",2,6,"น่าดึงดูด, น่าหลงใหล",ต้นฉบับ 'น่าอกหัก' = heartbreaking ผิดความหมาย
诱惑,yòu huò,to entice; to lure,"ล่อ, ยั่วยวน",2,6,"ล่อ, ยั่วยวน",
课堂,kè táng,classroom; class session,ห้องเรียน,2,5,ห้องเรียน,
课程,kè chéng,course; academic program,"หลักสูตร, วิชา",2,6,"หลักสูตร, วิชา",
调皮,tiáo pí,naughty; mischievous,"ซ่าบ, ขี้เล่น",2,5,"ซุกซน, ขี้เล่น",
调解,tiáo jiě,to mediate; to bring parties to an agreement,ไกล่เกลี่ย,2,6,ไกล่เกลี่ย,
负面,fù miàn,negative; the negative side,เชิงลบ,2,6,เชิงลบ,
财产,cái chǎn,property; assets,ทรัพย์สิน,2,5,ทรัพย์สิน,
败,bài,to lose; to defeat,พ่าย,2,5,พ่ายแพ้; เอาชนะ,
货物,huò wù,goods; commodity,"สินค้า, สิ่งของ",2,6,"สินค้า, สิ่งของ",
贪,tān,greedy; to covet,โลภ,2,5,โลภ,
贯彻,guàn chè,to implement; to put into practice,"นำมาปฏิบัติ, ดำเนินการจนสิ้นสุด",2,6,"นำมาปฏิบัติ, ดำเนินการจนสิ้นสุด",
贴近,tiē jìn,to press close to; to snuggle close,"ยึดติด, ติดกัน",2,6,"แนบชิด, เข้าใกล้",
贵宾,guì bīn,honored guest; distinguished guest,แขกรูปใหญ่,2,6,"แขกผู้มีเกียรติ, แขกคนสำคัญ",
赋予,fù yǔ,to assign; to entrust,"มอบหมาย, ให้กำลัง",2,6,"มอบให้, มอบหมาย",
赛场,sài chǎng,racetrack; field,สนามแข่งขัน,2,5,สนามแข่งขัน,
赛跑,sài pǎo,race; to race,การวิ่งแข่ง,2,6,การวิ่งแข่ง,
赛车,sài chē,auto race; cycle race,การแข่งรถ,2,4,การแข่งรถ,
赞叹,zàn tàn,to exclaim in admiration,"ชื่นชม, อุทิศความชื่นชม",2,6,"ชื่นชม, ยกย่อง",
赞同,zàn tóng,to approve of; to agree with,"เห็นด้วย, สนับสนุน",2,6,"เห็นด้วย, สนับสนุน",
赞扬,zàn yáng,to praise; to approve of,"สรรเสริญ, ชื่นชม",2,6,"สรรเสริญ, ชื่นชม",
走过,zǒu guò,to walk past; to pass by,เดินผ่าน,2,4,เดินผ่าน,
赶紧,gǎn jǐn,hurriedly; without delay,"เร็วๆ, โดยด่วน",2,5,"รีบๆ, โดยด่วน",
起初,qǐ chū,originally; at first,"ตั้งแต่แรก, เริ่มแรก",2,6,"ตอนแรก, แรกเริ่ม",
跑道,pǎo dào,athletic track; track,ทางวิ่ง,2,5,ทางวิ่ง,
距,jù,distance; apart,ระยะห่าง,2,6,ระยะห่าง,
跨越,kuà yuè,to step across; step over,ก้าวข้ามไป,2,6,ก้าวข้ามไป,
踏实,tà shí,firmly-based; steady,"มั่นคง, เชื่อถือได้",2,6,"มั่นคง, เชื่อถือได้",
身影,shēn yǐng,silhouette; figure,"เงาตัว, รูปร่าง",2,6,"เงาร่าง, รูปร่าง",
车站,chē zhàn,rail station; bus stop,สถานีรถ,2,3,สถานีรถไฟ; ป้ายรถเมล์,
车轮,chē lún,wheel,"ล้อ, วงล้อ",2,6,"ล้อ, วงล้อ",
车辆,chē liàng,vehicle,ยานพาหนะ,2,5,ยานพาหนะ,
转变,zhuǎn biàn,to change; to transform,เปลี่ยนแปลง,2,5,เปลี่ยนแปลง,
轮,lún,wheel; disk,"ล้อ, วงล้อ",2,6,"ล้อ, วงล้อ",
辆,liàng,classifier for vehicles,คัน (ลักษณนามยานพาหนะ),2,3,คัน (ลักษณนามยานพาหนะ),
辞,cí,to resign; to dismiss,"ลาออก, ปลดออก",2,5,ลาออก; ปลดออก,
辨别,biàn bié,to distinguish,"แยกแยะ, เปรียบเทียบ",2,6,"แยกแยะ, จำแนก",
辨认,biàn rèn,to recognize; to identify,"รู้จำ, ระบุตัวตน",2,6,"จำได้, ระบุตัว",
达成,dá chéng,to reach; to accomplish,"ทำให้สำเร็จ, บรรลุ",2,6,"ทำให้สำเร็จ, บรรลุ",
过分,guò fèn,excessive; undue,เกินไป,2,5,มากเกินไป,
过年,guò nián,to celebrate the Chinese New Year,ฉลองปีใหม่จีน,2,4,ฉลองปีใหม่จีน,
过时,guò shí,old-fashioned; out of date,ล้าสมัย,2,5,ล้าสมัย,
迎,yíng,to welcome; to meet,ต้อนรับ,2,6,ต้อนรับ,
迎接,yíng jiē,to welcome; to greet,ต้อนรับ,2,5,ต้อนรับ,
运行,yùn xíng,to operate; to run,ดำเนินการ,2,5,"ทำงาน, เดินเครื่อง",
运输,yùn shū,to transport; to carry,ขนส่ง,2,5,ขนส่ง,
近期,jìn qī,near in time; in the near future,ในอนาคตอันใกล้,2,6,ในอนาคตอันใกล้,
这时候,zhè shí hòu,at this moment,ในขณะนี้,2,4,ในขณะนี้,
这样一来,zhè yàng yī lái,thus; if this happens then,แบบนี้ก็เลย,2,4,"พอเป็นแบบนี้, ดังนั้น",
这边,zhè biān,this side; here,ทางนี้,2,2,ทางนี้,
进攻,jìn gōng,to attack; to assault,โจมตีหรือรุกราน,2,6,"โจมตี, บุก",
进来,jìn lái,to come in,เข้ามา,2,6,เข้ามา,
远离,yuǎn lí,to be far from; to keep away from,"ห่างไกล, อยู่ห่างจาก",2,4,"ห่างไกล, อยู่ห่างจาก",
连接,lián jiē,to link; to join,เชื่อมต่อ,2,5,เชื่อมต่อ,
迷惑不解,mí huò bù jiě,to feel puzzled,"งุนงงสงสัย, สับสนไม่เข้าใจ",2,5,"งุนงงสงสัย, สับสนไม่เข้าใจ",
退役,tuì yì,of military personnel or athletes to retire,"เกษียณ, ออกจากงาน",2,6,ปลดประจำการ; เลิกเล่นอาชีพ,"สองความหมาย: ทหาร=ปลดประจำการ, นักกีฬา=เลิกเล่น"
适宜,shì yí,suitable; appropriate,"เหมาะสม, สมควร",2,5,"เหมาะสม, สมควร",
适量,shì liàng,appropriate amount,จำนวนที่เหมาะสม,2,6,ปริมาณที่เหมาะสม,
选用,xuǎn yòng,to choose for some purpose; to select and use,เลือกใช้,2,6,เลือกใช้,
途径,tú jìng,way; means,"เส้นทาง, ช่องทาง",2,6,"เส้นทาง, ช่องทาง",
通往,tōng wǎng,to lead to,นำถึง,2,4,นำไปสู่,
通风,tōng fēng,airy; ventilation,การปล่อยอากาศ,2,5,"การระบายอากาศ, อากาศถ่ายเท",
逛,guàng,to stroll; to visit,เดินเที่ยว,2,4,เดินเที่ยว,
逻辑,luó jí,loanword logic,ตรรกศาสตร์,2,5,ตรรกะ,
逼真,bī zhēn,lifelike; true to life,ดูเหมือนจริง,2,6,ดูเหมือนจริง,
遇见,yù jiàn,to meet,พบเจอ,2,3,พบเจอ,
遍,biàn,everywhere; all over,"ทั่ว, ทั่วไป",2,4,"ทั่ว, ทั่วไป",
遵守,zūn shǒu,to comply with; to abide by,ปฏิบัติตาม,2,5,ปฏิบัติตาม,
遵循,zūn xún,to follow; to abide by,"ปฏิบัติตาม, ทำตาม",2,5,"ปฏิบัติตาม, ทำตาม",
遵照,zūn zhào,in accordance with; to follow,"ตามสัญญา, ตามข้อกำหนด",2,6,"ปฏิบัติตาม, ทำตาม",
酒楼,jiǔ lóu,restaurant,ภัตตาคาร,2,6,ภัตตาคาร,
酒水,jiǔ shuǐ,alcoholic and non-alcoholic beverages,เครื่องดื่ม,2,6,เครื่องดื่ม,
酒精,jiǔ jīng,ethanol; ethyl alcohol,แอลกอฮอล์,2,6,แอลกอฮอล์,
醒,xǐng,to wake up; to be awake,ตื่น,2,4,ตื่น,
醒来,xǐng lái,to waken,ตื่น,2,5,ตื่น,
采纳,cǎi nà,to accept; to adopt,"ยอมรับ, นำมาใช้",2,6,"ยอมรับ, นำมาใช้",
重复,chóng fù,to repeat; to duplicate,ซ้ำ,2,5,ซ้ำ,
重心,zhòng xīn,center of gravity; central core,จุดศูนย์ถ่วง,2,6,จุดศูนย์ถ่วง,
野外,yě wài,countryside; areas outside the city,"ชนบท, เขตนอกเมือง",2,6,"ชนบท, เขตนอกเมือง",
金子,jīn zi,gold,ทองคำ,2,5,ทองคำ,
金属,jīn shǔ,metal,โลหะ,2,6,โลหะ,
针,zhēn,needle; pin,"เข็ม, เข็มหมุด",2,5,"เข็ม, เข็มหมุด",
钟,zhōng,clock; bell; o'clock,"นาฬิกา, ระฆัง",2,5,"นาฬิกา, ระฆัง",
长处,cháng chù,good aspects; strong points,"จุดแข็ง, ข้อดี",2,6,"จุดแข็ง, ข้อดี",
门铃,mén líng,doorbell,กระดิ่งประตู,2,5,กระดิ่งประตู,
闪,shǎn,to dodge; to flash (light),หลบเลี่ยง,2,6,หลบ; แวบ (แสง),เพิ่มความหมาย flash ที่ต้นฉบับตกไป
闪烁,shǎn shuò,to glisten; to be evasive,"กระพริบ, เงาระยิบ",2,6,วิบวับ; พูดเลี่ยงๆ,ความหมายที่สอง evasive = พูดเลี่ยง
闭幕,bì mù,the curtain falls; lower the curtain,"ลดจอ, ปิดหมาก",2,6,ปิดฉาก; พิธีปิด,"ต้นฉบับ 'ลดจอ, ปิดหมาก' ไม่มีความหมาย | EN-GLOSS-BUG: EN literal-only; 闭幕(式) closing-ceremony sense kept"
闯,chuǎng,to rush; to charge,พุ่งไป,2,6,พุ่งไป,
闹,nào,noisy; cacophonous,เสียงดัง,2,5,เสียงดัง,
队伍,duì wǔ,ranks; troops,"กองทัพ, กลุ่ม",2,6,"กองทัพ, กลุ่ม",
防御,fáng yù,defense; to defend,การป้องกัน,2,6,การป้องกัน,
阻拦,zǔ lán,to stop; to obstruct,"ขวางกั้น, อุดตัน",2,6,"ขัดขวาง, กีดกั้น",
阻挡,zǔ dǎng,to stop; to resist,"ขวาง, ต้านทาน",2,6,"ขวาง, ต้านทาน",
降落,jiàng luò,to descend; to land,ลงจอด,2,4,ลงจอด,
院子,yuàn zi,courtyard; garden,บ้านสน,2,4,ลานบ้าน,
院长,yuàn zhǎng,dean; head of an institute; director,ผู้อำนวยการ,2,4,ผู้อำนวยการ,
除非,chú fēi,only if; only when,"เว้นแต่, มิฉะนั้น",2,6,"เว้นแต่, มิฉะนั้น",
险,xiǎn,danger; dangerous,อันตราย,2,6,อันตราย,
