orig_row,hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
1762,峡谷,xiá gǔ,canyon; gill,"ห้วยลึก, ร่องลึกระหว่างภูเขา",2,6,หุบเขาลึก; หุบผา,
1763,巅峰,diān fēng,summit; apex,"ยอดสูงสุด, จุดสูงสุด",2,5,"ยอดสูงสุด, จุดสูงสุด",
1766,巩固,gǒng gù,to consolidate; to strengthen,ยึดแน่น,2,5,ทำให้มั่นคง; เสริมให้แข็งแกร่ง,
1773,干扰,gān rǎo,to disturb; to interfere,"รบกวน, ขัดขวาง, ทำให้รบกวน",2,5,รบกวน; แทรกแซง,
1782,庆祝,qìng zhù,to celebrate,"เฉลิมฉลอง, ฉลองแล้ว",2,5,เฉลิมฉลอง; ฉลอง,
1784,应对,yìng duì,to answer; to reply,"ตอบสนอง, รับมือ",2,5,"ตอบสนอง, รับมือ",
1787,庙,miào,temple; ancestral shrine,"วัด, ศาลเจ้า, มูลนิธิศาสนา",2,6,ศาลเจ้า; วัด,
1788,庙会,miào huì,temple fair,สวนเทพ,2,6,งานวัด,current สวนเทพ is wrong; 庙会 = temple fair
1789,延缓,yán huǎn,to defer; to postpone,"ยืดเยื้อ, ชะลอ, ถ่วงเวลา",2,6,ชะลอ; เลื่อนออกไป,
1790,延长,yán cháng,to prolong; to extend,"ยืดยาว, ขยายเวลา",2,5,ยืดออกไป; ขยายเวลา,
1791,建筑师,jiàn zhù shī,architect,"สถาปนิก, ผู้ออกแบบสถาปัตยกรรม",2,5,สถาปนิก,
1792,建筑物,jiàn zhù wù,building; structure,"อาคาร, โครงสร้าง, สิ่งปลูกสร้าง",2,5,อาคาร; สิ่งปลูกสร้าง,
1795,开拓,kāi tuò,to break new ground; to open up,"เปิดใหม่, ขยายใหม่, เปิดดินแดน",2,6,บุกเบิก; ขยาย,
1796,开朗,kāi lǎng,spacious and well-lit; open and clear,"สว่าง, กว้างขว้าง, ใจกว้าง",2,5,ร่าเริงแจ่มใส; โปร่งโล่งสว่าง,EN-GLOSS-BUG: gloss gives only spatial 'spacious/well-lit'; 开朗 usually = cheerful/optimistic (personality); led with the real sense
1798,开通,kāi tōng,to open,เปิด,2,5,เปิดใช้งาน; เปิดให้บริการ,
1803,强化,qiáng huà,to strengthen; to intensify,"เสริมแรง, เข้มแข็งขึ้น, ทำให้แข็งแรง",2,6,เสริมความแข็งแกร่ง; ทำให้เข้มข้นขึ้น,
1806,得知,dé zhī,to find out; to learn of,"ทราบ, รู้ได้, เรียนรู้",2,5,"ทราบ, ได้รู้",
1807,循序渐进,xún xù jiàn jìn,"in sequence, step by step","ทีละขั้น, ก้าวต่อก้าว, ค่อย ๆ ก้าวหน้า",2,6,"ทีละขั้นตอน, ค่อยเป็นค่อยไป",
1810,心胸,xīn xiōng,heart; mind,ใจ,2,6,"จิตใจ, ใจคอ",
1811,必不可少,bì bù kě shǎo,absolutely necessary; indispensable,"ขาดไม่ได้, ต้องมี, จำเป็นอย่างยิ่ง",2,4,"ขาดไม่ได้, จำเป็นอย่างยิ่ง",
1815,忙碌,máng lù,busy; bustling,"ยุ่งอย่างมาก, ไม่มีเวลาว่าง, ติดงาน",2,6,"ยุ่ง, วุ่นอยู่กับงาน",
1816,忠实,zhōng shí,faithful,"จริงใจ, ซื่อสัตย์, เที่ยงธรรม",2,6,"ซื่อสัตย์, ภักดี",
1817,忧虑,yōu lǜ,to worry; anxiety,"วิตกกังวล, เป็นห่วง, กังวลใจ",2,6,"วิตกกังวล, กังวลใจ",
1821,性命,xìng mìng,life,"ชีวิต, เนื้อชีวิต, ลมหายใจ",2,6,ชีวิต,
1822,怪,guài,odd; strange,แปลกประหลาด,2,4,"แปลก, ประหลาด",
1826,恐龙,kǒng lóng,dinosaur; old ugly person,"ไดโนเสาร์, สัตว์ยุคก่อน",2,6,ไดโนเสาร์,"EN-GLOSS-BUG: 'old ugly person' is internet slang, unsuitable as a learner gloss; core sense is dinosaur"
1827,恶劣,è liè,vile; nasty,"ชั่ว, ร้ายแรง",2,5,"เลวร้าย, ย่ำแย่",
1828,悠闲,yōu xián,leisurely,ใจเยื้อ,2,5,"สบายๆ, ผ่อนคลาย",thai_current 'ใจเยื้อ' is not a Thai word
1829,悲哀,bēi āi,grieved; sorrowful,"เศร้า, อาลัย",2,5,"เศร้าโศก, เศร้าใจ",
1830,悲痛,bēi tòng,grieved; sorrowful,เศร้าโศก,2,5,เศร้าโศก,
1831,情不自禁,qíng bù zì jīn,idiom cannot refrain from,ไม่สามารถอดใจได้,2,6,อดใจไม่ได้; อดไม่อยู่,
1832,情愿,qíng yuàn,willingness; would rather,"ยินดี, อยากหรือต้องการ, เต็มใจ",2,5,เต็มใจ; ยอมที่จะ,
1835,感人,gǎn rén,touching; moving,ยิ่งใจ,2,4,"ซึ้งใจ, กินใจ",thai_current 'ยิ่งใจ' is not a Thai word
1836,感叹,gǎn tàn,to sigh; to lament,"ถอนหายใจ, ไว้อาลัย, เพ่นพ่อน",2,6,อุทานด้วยความรู้สึก; ถอนหายใจ,thai_current contained 'เพ่นพ่อน' (not a valid word)
1837,感性,gǎn xìng,perception; perceptual,"การรับรู้, ความรู้สึก, ความเข้าใจ",2,6,เชิงอารมณ์ความรู้สึก; การรับรู้,
1839,感触,gǎn chù,feelings; emotional response,"ความรู้สึก, ความเข้าใจ, การกระทบใจ",2,6,ความรู้สึกสะเทือนใจ,
1841,或许,huò xǔ,perhaps; maybe,"บางที, อาจจะ, หรือ",2,6,"บางที, อาจจะ",
1843,战场,zhàn chǎng,battlefield,สนามรบ,2,6,สนามรบ,
1848,手续,shǒu xù,procedure; formalities,ขั้นตอน,2,5,"ขั้นตอน, ระเบียบการ",
1849,扎,zhā,to prick; to run or stick into,แทง,2,5,"ทิ่ม, แทง",
1851,扑,pū,to throw oneself at; to pounce on,"ขึ้นไป, พุ่งเข้า, กระโดดเข้า",2,5,"พุ่งเข้าใส่, กระโจนใส่",
1852,打击,dǎ jī,to hit; to strike,"ตบ, ทำลาย, การโจมตี",2,6,"โจมตี, ทุบตี",
1853,打动,dǎ dòng,to move; arousing,"กระทบใจ, ทำให้เสียใจ, สัมผัสใจ",2,5,"ทำให้ประทับใจ, สัมผัสใจ",thai_current 'ทำให้เสียใจ' inverts the sense (打动 is to move positively)
1856,打球,dǎ qiú,to play ball; to play with a ball,เล่นลูกบอล,2,4,เล่นบอล,
1857,执行,zhí xíng,to implement; to carry out,ปฏิบัติ,2,5,"ปฏิบัติ, ดำเนินการ",
1858,扶,fú,to support with the hand; to help someone up,ช่วยพยุง,2,5,"พยุง, ประคอง",
1861,投入,tóu rù,to throw into; to put into,หลั่งเข้าไป,2,5,ทุ่มเทให้; ใส่ลงไป,
1863,折叠,zhé dié,to fold; collapsible,"พับ, พับเก็บ, พับซ้อน",2,6,"พับ, พับเก็บได้",
1865,抢,qiǎng,to grab; to snatch,"ชิง, รีบเร่ง",2,5,"แย่ง, ชิง",
1866,抢救,qiǎng jiù,to rescue,"ช่วยชีวิต, ปกป้อง, ช่วยเหลือด่วน",2,6,ช่วยชีวิตฉุกเฉิน; กู้ชีพ,
1867,报废,bào fèi,to scrap; to dispose of,บอกว่าใช้ไม่ได้,2,6,ทิ้งเป็นของเสีย; ปลดระวาง,thai_current 'บอกว่าใช้ไม่ได้' misreads 报废 (to scrap/write off)
1868,报社,bào shè,newspaper,สำนักพิมพ์,2,5,สำนักงานหนังสือพิมพ์,"EN-GLOSS-BUG: 报社 is the newspaper office/publisher, not the paper itself (报纸)"
1869,抬头,tái tóu,to raise one's head; to look up,ยกหัวขึ้น,2,4,"เงยหน้าขึ้น, ยกศีรษะ",
1870,抱负,bào fù,aspiration; ambition,"ความมีเป้าหมาย, ความปรารถนา, ความเสียสละ",2,6,ความใฝ่ฝันทะเยอทะยาน; ปณิธาน,thai_current 'ความเสียสละ' (sacrifice) is unrelated
1873,拆,chāi,to tear open; to tear down,ปลดปล่อย,2,5,แกะออก; รื้อถอน,thai_current 'ปลดปล่อย' (release) is wrong; 拆 is to tear open/down
1874,拐杖,guǎi zhàng,crutches; crutch,ไม้ที่อ้อม,2,6,"ไม้เท้า, ไม้ค้ำยัน",thai_current 'ไม้ที่อ้อม' is not a valid word
1875,拓展,tuò zhǎn,to expand; to extend,"ขยาย, ขยายออกไป, ทำให้กว้าง",2,6,"ขยาย, ขยายขอบเขต",
1876,招待,zhāo dài,to hold a reception,ต้อนรับ,2,5,"ต้อนรับ, เลี้ยงรับรอง",
1879,持,chí,to hold; to grasp,"ถือ, ยึด, รักษา",2,4,"ถือ, ยึดถือ",
1881,指挥,zhǐ huī,to conduct; to command,นำการ,2,5,บัญชาการ; กำกับวง(ดนตรี),thai_current 'นำการ' is not idiomatic
1882,挑选,tiāo xuǎn,to choose; to select,เลือก,2,5,"เลือก, คัดเลือก",
1883,挖掘,wā jué,to excavate; to unearth,"ขุด, ขุดเก็บ",2,6,"ขุด, ขุดค้น",
1886,捏,niē,to pinch; to knead,"ม้วน, ปัญจา, บีบ",2,6,"บีบ, ปั้น",thai_current contained 'ปัญจา' (not a valid word)
1887,据悉,jù xī,according to reports; it is reported,"ตามรายงาน, ฉันได้ยิน, อ้างว่า",2,6,ตามรายงาน; เท่าที่ทราบ,
1888,排,pái,to arrange in order; to line up,แถว,2,4,จัดเรียง; เข้าแถว,
1889,接待,jiē dài,to receive; to entertain,ต้อนรับ,2,5,"ต้อนรับ, รับรอง",
1892,推辞,tuī cí,to decline,ปฏิเสธสุภาพ,2,5,"บอกปัด, ปฏิเสธ",
1893,掩盖,yǎn gài,to conceal; to hide behind,ปิดบังซ่อน,2,6,"ปกปิด, กลบเกลื่อน",
1894,描述,miáo shù,to describe; description,"บรรยาย, อธิบาย, บอกถึง",2,6,"บรรยาย, พรรณนา",
1895,插,chā,to insert; stick in,แทรก,2,5,"เสียบ, แทรก",
1899,摇头,yáo tóu,to shake one's head,โยกหัว,2,5,"ส่ายหัว, ส่ายหน้า",thai_current 'โยกหัว' (sway) misses the negation sense of 摇头
1901,支,zhī,to support; to prop up,"ค้ำ, ค้ำสนับสนุน, ช่วย",2,5,"ค้ำ, ค้ำจุน",
1903,改造,gǎi zào,to transform; to reform,"เปลี่ยนแปลง, ปรับปรุง, ปฏิรูป",2,5,"ดัดแปลง, ปรับเปลี่ยน",
1904,改革,gǎi gé,reform; to reform,"ปฏิรูป, ปรับปรุง, เปลี่ยนแปลง",2,5,ปฏิรูป,
1907,效益,xiào yì,benefit; effectiveness,"ประโยชน์, ประสิทธิภาพ, ผลประโยชน์",2,5,ผลประโยชน์; ประสิทธิผล,
1908,敬,jìng,respectful; to respect,"เคารพ, ให้ความสำคัญ, เทิดทูน",2,6,"เคารพ, นับถือ",
1909,敬业,jìng yè,dedicated to one's work,"หมั่นหมาย, ทำงานให้ถูกต้อง, หมั่นชำนาญ",2,6,ทุ่มเทให้งาน; มีใจรักในอาชีพ,thai_current glosses were not idiomatic
1911,敬酒,jìng jiǔ,to toast; to propose a toast,เชิญชวนการดื่ม,2,6,ยกแก้วอวยพร; เชิญดื่ม,
1913,整齐,zhěng qí,orderly; neat,"เรียบร้อย, ตัดตรง, เรียงเรียบ",2,4,"เป็นระเบียบ, เรียบร้อย",
1918,新陈代谢,xīn chén dài xiè,metabolism; the new replaces the old,"การออกและเข้า, แลกเปลี่ยนแนว, หรือการเปลี่ยนแปลง",2,6,การเผาผลาญ(เมแทบอลิซึม); ของใหม่แทนที่ของเก่า,
1919,无不,wú bù,none lacking; none missing,ไม่มีใครขาด,2,5,ล้วนแต่; ทุกคนต่างก็,EN-GLOSS-BUG: 'none lacking; none missing' reads 无不 as 无缺; it actually means 'invariably / all without exception'
1922,无所谓,wú suǒ wèi,to be indifferent; not to matter,ไม่สนใจ,2,5,อะไรก็ได้; ไม่สำคัญหรอก,
1924,无能为力,wú néng wéi lì,idiom powerless to do anything about it,"ไม่มีประสิทธิภาพ, ไม่มีอำนาจ, ขาดความสามารถ",2,6,จนปัญญา; ทำอะไรไม่ได้,
1929,早年,zǎo nián,many years ago; in the past,"ปีแรก, ตอนเด็ก, เมื่อวัยเยาว์",2,6,สมัยก่อน; ในวัยเยาว์,
1934,时常,shí cháng,often; frequently,"บ่อยครั้ง, บ่อย ๆ, เป็นประจำ",2,5,"บ่อยๆ, เป็นประจำ",
1938,明亮,míng liàng,bright; shining,"สว่าง, ส่องแสง, ส่องสว่าง",2,6,"สว่าง, สว่างไสว",
1942,显著,xiǎn zhù,outstanding; notable,"โดดเด่น, ประเด็น, สำคัญ",2,6,"เด่นชัด, โดดเด่น",thai_current 'ประเด็น' (an issue) is unrelated
1945,晚点,wǎn diǎn,of trains etc late; delayed,ล่าช้า,2,4,ล่าช้ากว่ากำหนด,
1947,替换,tì huàn,to exchange,แทนที่,2,5,"สับเปลี่ยน, แทนที่",
1948,有力,yǒu lì,powerful; forceful,มีความแข็งแรง,2,6,"ทรงพลัง, หนักแน่น",thai_current 'มีความแข็งแรง' is the banned มีความ+adj pattern
1950,服从,fú cóng,to obey; to comply,"เชื่อฟัง, เชื่อฟังคำสั่ง, ปฏิบัติตามคำสั่ง",2,5,"เชื่อฟัง, ปฏิบัติตาม",
1951,朝气蓬勃,zhāo qì péng bó,full of youthful energy; vigorous,"เต็มไปด้วยความสดชื่น, มีพลังชีวิต, เต็มเรี่ยวแรง",2,6,เต็มไปด้วยพลังหนุ่มสาว; กระปรี้กระเปร่า,
1955,朴素,pǔ sù,plain and simple; unadorned,ธรรมชาติ,2,5,"เรียบง่าย, สมถะ",thai_current 'ธรรมชาติ' (nature) misses the sense
1956,朵,duǒ,flower; earlobe,ดอก,2,4,ดอก (ลักษณนามของดอกไม้),EN-GLOSS-BUG: 朵 is a measure word for flowers/clouds; 'flower; earlobe' mislabels it
1958,来临,lái lín,to approach; to come closer,"มาถึง, เข้ามา, เข้ามายังตรงนี้",2,6,"มาถึง, ใกล้เข้ามา",
1959,来往,lái wǎng,to come and go; to have dealings with,มาไปมา,2,5,ไปๆ มาๆ; ไปมาหาสู่กัน,
1960,松,sōng,pine tree; relaxed,ต้นสน,2,6,ต้นสน; หลวม,
1962,枪,qiāng,gun; spear,ปืน,2,5,ปืน; หอก,
1964,标志,biāo zhì,sign; mark,"เครื่องหมาย, สัญลักษณ์, มีหมายเลขกำกับ",2,6,"เครื่องหมาย, สัญลักษณ์",
1965,校园,xiào yuán,campus,ลานวิทยาลัย,2,4,บริเวณสถานศึกษา; รั้วโรงเรียน,
1966,格局,gé jú,structure; pattern,"โครงสร้าง, ลักษณะ, การจัดแบ่ง",2,6,โครงสร้าง; รูปแบบการจัดวาง,
1967,格式,gé shì,form; specification,"รูปแบบ, ลักษณะ, แบบฟอร์ม",2,6,รูปแบบ; แบบฟอร์ม,
1969,梦想,mèng xiǎng,dream,"ฝันถึง, ความฝัน, ปรารถนา",2,5,"ความฝัน, ความใฝ่ฝัน",
1971,棉花,mián huā,cotton,สำไหร,2,5,"ฝ้าย, สำลี",thai_current 'สำไหร' is not a valid word (cotton = ฝ้าย)
1973,楼,lóu,building; floor (story),"อาคาร, ตึกสูง, บ้านสูงชั้น",2,5,อาคาร; ชั้น(ของตึก),
1979,歌舞,gē wǔ,singing and dancing,เพลงและการเต้น,2,3,ร้องรำทำเพลง; การขับร้องและเต้นรำ,
1983,步骤,bù zhòu,procedure; step,"ขั้นตอน, การขั้นตอน, ก้าว",2,5,ขั้นตอน,
1985,歪,wāi,askew; at a crooked angle,"อ้วก, เบี่ยง, เบี่ยงไปข้างหนึ่ง",2,5,"เอียง, เบี้ยว",thai_current 'อ้วก' means vomit; 歪 is crooked/askew
1986,死亡,sǐ wáng,to die; death,"ตาย, ความตาย, เสียชีวิต",2,6,"ตาย, เสียชีวิต",
1989,毫不犹豫,háo bù yóu yù,without the slightest hesitation,"ไม่มีการลังเล, ตัดสินใจแน่นอน, ไม่ย้อนไม่ลังเล",2,5,ไม่ลังเลแม้แต่น้อย,
1992,民歌,mín gē,folk song,เพลงชาวบ้าน,2,5,เพลงพื้นบ้าน,
1993,气体,qì tǐ,gas,"แก๊ส, อากาศ, สารเป็นไอ",2,6,"แก๊ส, ก๊าซ",
1994,气象,qì xiàng,meteorological condition; weather,"ปรากฏการณ์อากาศ, สภาพอากาศ, ลักษณ์อากาศ",2,6,สภาพอากาศ; อุตุนิยมวิทยา,
1998,求,qiú,to seek; to look for,"ขอ, หา",2,5,แสวงหา; ขอร้อง,
1999,求助,qiú zhù,to request help; to appeal,"ขอความช่วยเหลือ, ขอปรึกษา, ขอความสงวนนอก",2,6,ขอความช่วยเหลือ,thai_current contained 'ขอความสงวนนอก' (not meaningful)
2004,沉重,chén zhòng,heavy; hard,"หนัก, น้ำหนักมาก",2,5,หนัก,
2007,治,zhì,to rule; to govern,"ปกครอง, ปืนปกครอง, ปกครองดูแล",2,5,ปกครอง,
2008,治愈,zhì yù,to cure; to restore to health,"รักษาให้หาย, หายจากการรักษา, ทำให้หาย",2,6,รักษาให้หาย,
2009,注视,zhù shì,to look attentively at,"จ้องมอง, มองอย่างมั่นคง, จ้องมองเขาว่า",2,6,จ้องมอง,
2011,流血,liú xiě,to bleed; to shed blood,"ออกเลือด, เลือดไหลออก, ตกเลือด",2,5,เลือดออก,
2014,浮力,fú lì,buoyancy,"แรงลอยตัว, พลังยกตัว, กำลังลอยตัว",2,6,แรงลอยตัว,
2015,海绵,hǎi mián,zoology sea sponge; esp. dried sea sponge,"ฟองน้ำ, ฟองน้ำสีม่วง, สิ่งที่ซึมซับ",2,6,ฟองน้ำ,
2016,海面,hǎi miàn,the surface of the sea; ocean surface,"ผิวน้ำทะเล, พื้นผิวทะเล, ผิวทะเล",2,6,ผิวน้ำทะเล,
2017,涉及,shè jí,to involve,"เกี่ยวข้อง, ศึกษา, เป็นส่วนหนึ่ง",2,6,เกี่ยวข้อง,
2019,淘汰,táo tài,to wash out,"ล้างออก, คัดออก, ตัดออก",2,5,"คัดออก, ตกรอบ",EN-GLOSS-BUG: 'to wash out' is misleading; real sense is to eliminate/weed out (in competition or selection)
2022,混淆,hùn xiáo,to obscure; to confuse,สับสนหรือทำให้วุ่นวายกัน,2,6,"ทำให้สับสน, ปะปนกัน",
2023,清理,qīng lǐ,to clear up; to tidy up,ทำความสะอาด,2,5,เก็บกวาด; สะสาง,
2025,温和,wēn hé,mild; gentle,"อ่อนโยน, อ่อน, ท่าทีอ่อน",2,5,"อ่อนโยน, นุ่มนวล",
2026,温柔,wēn róu,gentle and soft; tender,อ่อนโยนและนุ่มนวล,2,6,"อ่อนโยน, นุ่มนวล",
2031,湿度,shī dù,humidity level,"ความชื้น, ระดับความชื้น, ปริมาณความชื้น",2,6,ความชื้น,
2032,溶解,róng jiě,to dissolve,"ละลาย, ทำให้ละลาย, ละลายหายไป",2,6,ละลาย,
2034,滑冰,huá bīng,to skate; skating,สเก็ต,2,5,เล่นสเก็ตน้ำแข็ง,
2035,漏,lòu,to leak; to divulge,"รั่ว, รั่วไหล, ออกไป",2,5,รั่ว; เผยความลับ,
2038,潮,cháo,tide; damp,น้ำขึ้น,2,5,น้ำขึ้นน้ำลง; ชื้น,
2039,潮流,cháo liú,tide; current,"กระแสน้ำขึ้นลง, แนวโน้ม, จังหวะเวลา",2,6,กระแสน้ำ; กระแสนิยม,EN-GLOSS-BUG: gloss omits the dominant figurative sense 'trend/fashion'
2041,灭,miè,to extinguish or put out; to go out,"ดับ, ดับไป, ปิดไฟ",2,6,ดับ,
2042,灭亡,miè wáng,to be destroyed; to destroy,"ล่มสลาย, เสื่อมเทพ, ถูกทำลาย",2,6,"ล่มสลาย, ถูกทำลาย",
2044,炎热,yán rè,blistering hot; sizzling hot,ร้อนแรง,2,5,ร้อนจัด,
2047,热门,rè mén,popular; hot,"เป็นที่นิยม, นิยม, ประเด็นร้อน",2,6,เป็นที่นิยม,
2050,照明,zhào míng,lighting; illumination,การให้แสง,2,6,แสงสว่าง,
2054,爱心,ài xīn,compassion; kindness,"เมตตา, ความเห็นใจ",2,5,"ความเมตตา, น้ำใจ",
2056,片面,piàn miàn,unilateral; one-sided,ด้านเดียว,2,5,ด้านเดียว,
2059,牧场,mù chǎng,pasture; grazing land,"ทุ่งหญ้าเลี้ยงสัตว์, สนามเลี้ยงสัตว์",2,6,ทุ่งหญ้าเลี้ยงสัตว์,
2070,理性,lǐ xìng,reason; rationality,"เหตุผล, สติปัญญา",2,6,"เหตุผล, ความมีเหตุผล",
2072,生动,shēng dòng,"of descriptions, writing etc vivid; lively","ชีวชีวะ, มีชีวิตชีวา",2,5,มีชีวิตชีวา,
2073,用心,yòng xīn,diligent; attentive; with concentration,ตั้งใจ; เอาใจใส่,2,4,ตั้งใจ; เอาใจใส่,
2081,疲惫,pí bèi,beaten; exhausted,"เหนื่อยล้า, อ่อนเพลีย",2,6,"เหนื่อยล้า, อ่อนเพลีย",
2082,痕迹,hén jì,vestige; mark,"ร่องรอย, เครื่องหมาย",2,5,ร่องรอย,
2086,皆,jiē,all; each and every,"ทั้งหมด, ทุกคน",2,6,"ทั้งหมด, ล้วน",
2089,盛,shèng,flourishing; abundant; grand,"เจริญรุ่งเรือง, อุดมสมบูรณ์",2,5,เจริญรุ่งเรือง; อุดมสมบูรณ์,
2091,直至,zhí zhì,lasting until; up till,"จนกระทั่ง, ถึง",2,6,จนกระทั่ง,
2094,相当,xiāng dāng,equivalent to; appropriate,เทียบเท่า,2,5,เทียบเท่า; ค่อนข้าง,EN-GLOSS-BUG: gloss omits the dominant adverbial sense 'quite/fairly/considerably'
2106,示意,shì yì,to hint; to indicate,เบาะแส,2,5,"ส่งสัญญาณ, บอกใบ้",
2107,礼,lǐ,gift; courtesy,ของขวัญ,2,4,ของขวัญ; มารยาท,
2109,祝福,zhù fú,blessings; to wish someone well,ความเป็นสิริมงคล,2,5,"อวยพร, คำอวยพร",
2115,秩序,zhì xù,order; orderliness,"ระเบียบ, ลำดับ",2,5,ระเบียบ,
2117,积蓄,jī xù,to save; to put aside,"เก็บสะสม, ออม",2,6,เก็บออม,
2118,稀少,xī shǎo,sparse; rare,หาได้ยาก,2,5,"เบาบาง, หายาก",
2120,空隙,kòng xì,crack; gap between two objects,ช่องว่างระหว่างวัตถุ,2,6,ช่องว่าง,
2121,穿过,chuān guò,to pass through,ผ่านไป,2,5,ผ่านทะลุ,
2122,窝,wō,nest; hollow,รัง,2,5,รัง; โพรง,
2124,站立,zhàn lì,to stand; standing,ยืนตัวตั้ง,2,5,ยืน,
2131,简洁,jiǎn jié,concise; succinct,"สั้นกระชับ, กระชับ",2,6,"กระชับ, รัดกุม",
2134,粒,lì,grain; granule,"เม็ด, ละเม็ด",2,6,เม็ด,
2135,精,jīng,essence; extract,"สาระสำคัญ, สกัด",2,6,สาระสำคัญ; หัวเชื้อ,
2137,素材,sù cái,source material,"วัสดุดิบ, ข้อมูลต้นฉบับ",2,6,วัตถุดิบ; แหล่งข้อมูล,
2139,紧急,jǐn jí,urgent; emergency,เร่งด่วน,2,5,"เร่งด่วน, ฉุกเฉิน",
2146,纯,chún,pure; simple,"บริสุทธิ์, เรียบง่าย",2,6,บริสุทธิ์,
2147,纯洁,chún jié,pure; clean and honest,"บริสุทธิ์, สะอาด",2,6,บริสุทธิ์,
2148,组合,zǔ hé,to assemble; to combine,"รวมเข้าด้วยกัน, การรวมกัน",2,6,ประกอบเข้าด้วยกัน,
2149,细微,xì wēi,tiny; minute,ละเอียดอ่อน,2,6,"เล็กน้อย, ละเอียดอ่อน",
2156,绝,jué,to cut short; extinct,"ขาด, สูญหาย",2,6,ขาดสิ้น; สูญสิ้น,
2157,统计,tǒng jì,statistics; to count,"สถิติ, นับหลาย",2,5,สถิติ; นับรวม,
2158,继,jì,to continue; to follow after,"ทำต่อ, ติดตามหลัง",2,6,"สืบต่อ, ต่อจาก",
2163,缩短,suō duǎn,to shorten; to reduce,ลดให้สั้นลง,2,6,ลดให้สั้นลง,
2164,罚款,fá kuǎn,to fine; penalty,"ปรับเงิน, โทษเงิน",2,6,ปรับเงิน; ค่าปรับ,
2165,美容,měi róng,beauty treatment,สมุนไพรความสวย,2,5,เสริมความงาม,
2166,美满,měi mǎn,happy; blissful,"สุขสม, พอใจ",2,6,"อิ่มเอมเป็นสุข, สมบูรณ์พร้อม",
2176,肉,ròu,meat; flesh,เนื้อสัตว์,2,2,เนื้อสัตว์,
2177,胃口,wèi kǒu,appetite; liking,"ความอยากอาหาร, รสนิยม",2,5,ความอยากอาหาร; ความชอบ,
2178,胆子,dǎn zi,courage; nerve,"ความกล้า, ใจกล้า",2,5,ความกล้า,
2182,脱身,tuō shēn,to get away; to escape,หนีออก,2,6,"ปลีกตัว, หลุดพ้น",
2184,膜,mó,membrane; film,เยื่อบาง,2,5,เยื่อ; แผ่นฟิล์ม,
2189,致富,zhì fù,to become rich,ให้รวยมั่งคั่ง,2,5,ทำให้ร่ำรวย,
2194,色,sè,color; look,"สี, รูปลักษณ์",2,3,สี; สีหน้า,
2200,苗条,miáo tiáo,of a woman slim; slender,สูงผอม,2,5,เพรียวบาง,
2207,虚伪,xū wěi,false; hypocritical,"ปลอมแปลง, หลอกลวง",2,6,"เสแสร้ง, ไม่จริงใจ",
2208,虚幻,xū huàn,imaginary; illusory,เกิดจากจินตนาการ,2,6,"ลวงตา, ไม่จริง",
2211,行程,xíng chéng,journey; travel route,เส้นทาง,2,5,"การเดินทาง, เส้นทาง",
2214,衰老,shuāi lǎo,to age; to deteriorate with age,"สูงอายุ, เสื่อมสภาพ",2,6,"แก่ชรา, เสื่อมโทรมตามวัย",
2217,西方,xī fāng,the West; the Occident,ตะวันตก,2,4,ตะวันตก,
2223,观看,guān kàn,to watch; to view,ชมดู,2,4,"รับชม, ดู",
2224,视力,shì lì,eyesight; visual acuity,ความสามารถในการมองเห็น,2,6,"สายตา, การมองเห็น",
2225,视野,shì yě,field of view,"สนามสายตา, ขอบเขตการมอง",2,6,ขอบเขตการมองเห็น; วิสัยทัศน์,
2230,计,jì,to calculate; to plan,"คำนวณ, ทำการนับ",2,5,"คำนวณ, วางแผน",ต้นฉบับ 'ทำการนับ' ใช้รูป ทำการ+กริยา ที่ต้องเลี่ยง
2237,评,píng,to discuss; to comment,พูดคุยและแสดงความเห็น,2,6,"วิจารณ์, แสดงความเห็น",
2238,评委,píng wěi,evaluation committee; judging panel,คณะลูกขุน,2,5,"คณะกรรมการตัดสิน, กรรมการ",ต้นฉบับ 'คณะลูกขุน' = jury (คดีความ) ไม่ใช่กรรมการตัดสินการประกวด
2241,语气,yǔ qì,tone; manner of speaking,บรรยากาศการพูด,2,5,น้ำเสียง,
2243,诱人,yòu rén,attractive; alluring,"น่าดึงดูด, น่าอกหัก",2,6,"น่าดึงดูด, น่าหลงใหล",ต้นฉบับ 'น่าอกหัก' = heartbreaking ผิดความหมาย
2254,贯彻,guàn chè,to implement; to put into practice,"นำมาปฏิบัติ, ดำเนินการจนสิ้นสุด",2,6,"นำมาปฏิบัติ, ดำเนินการจนสิ้นสุด",
2256,贵宾,guì bīn,honored guest; distinguished guest,แขกรูปใหญ่,2,6,"แขกผู้มีเกียรติ, แขกคนสำคัญ",
2257,赋予,fù yǔ,to assign; to entrust,"มอบหมาย, ให้กำลัง",2,6,"มอบให้, มอบหมาย",
2258,赛场,sài chǎng,racetrack; field,สนามแข่งขัน,2,5,สนามแข่งขัน,
2261,赞叹,zàn tàn,to exclaim in admiration,"ชื่นชม, อุทิศความชื่นชม",2,6,"ชื่นชม, ยกย่อง",
2263,赞扬,zàn yáng,to praise; to approve of,"สรรเสริญ, ชื่นชม",2,6,"สรรเสริญ, ชื่นชม",
2271,身影,shēn yǐng,silhouette; figure,"เงาตัว, รูปร่าง",2,6,"เงาร่าง, รูปร่าง",
