hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
激素,jī sù,hormone,ฮอร์โมน,11,6,ฮอร์โมน,
爬山,pá shān,to go for a hike,"ปีนเขา, เดินเขา",11,3,"ปีนเขา, เดินเขา",
猫,māo,cat,แมว,11,1,แมว,
理论,lǐ lùn,theory; to argue,ทฤษฎี,11,5,ทฤษฎี,
生物,shēng wù,organism; living creature,สิ่งมีชีวิต; ชีววิทยา,11,5,สิ่งมีชีวิต; ชีววิทยา,
电话,diàn huà,telephone; phone call,โทรศัพท์,11,1,โทรศัพท์,
疾病,jí bìng,disease; sickness,"โรคภัย, ความเจ็บป่วย",11,5,"โรคภัย, ความเจ็บป่วย",
瘦,shòu,thin; to lose weight,ผอม; ลดน้ำหนัก,11,3,ผอม; ลดน้ำหนัก,
白领,bái lǐng,white-collar; white-collar worker,"พนักงานออฟฟิศ, มนุษย์เงินเดือน (คอปกขาว)",11,6,"พนักงานออฟฟิศ, มนุษย์เงินเดือน (คอปกขาว)",
皮肤,pí fū,skin,ผิวหนัง,11,4,ผิวหนัง,
相似,xiāng sì,similar; alike,"คล้ายคลึง, คล้ายกัน",11,5,"คล้ายคลึง, คล้ายกัน",
相反,xiāng fǎn,opposite; contrary,ตรงกันข้าม,11,4,ตรงกันข้าม,
稳定,wěn dìng,steady; stable,"มั่นคง, เสถียร",11,5,"มั่นคง, เสถียร",
终于,zhōng yú,at last; in the end,ในที่สุด,11,3,ในที่สุด,
翻译,fān yì,to translate; to interpret,"แปล; การแปล, ล่าม",11,4,"แปล; การแปล, ล่าม",
自身,zì shēn,itself; oneself,"ตัวเอง, ตนเอง",11,5,"ตัวเอง, ตนเอง",
药,yào,medicine; drug,ยา,11,2,ยา,
菜,cài,vegetable; greens,"กับข้าว, อาหาร; ผัก",11,1,"กับข้าว, อาหาร; ผัก",EN 'vegetable; greens' omits dominant dish/food sense (narrow EN); kept thai_current.
行,xíng,to walk; to go,"เดิน, ไป",11,4,"เดิน, ไป",
表面,biǎo miàn,surface; face,"พื้นผิว, ผิวหน้า",11,5,"พื้นผิว, ผิวหน้า",
装,zhuāng,to load; to pretend,ติดตั้ง; บรรจุ; แกล้งทำ; เสื้อผ้า,11,5,"บรรจุ, ติดตั้ง; แกล้งทำ",Trimmed 4 senses to EN load/pretend.
西红柿,xī hóng shì,tomato,มะเขือเทศ,11,4,มะเขือเทศ,
观察,guān chá,to observe; to watch,"สังเกต, สังเกตการณ์",11,5,"สังเกต, สังเกตการณ์",
解释,jiě shì,explanation; to explain,อธิบาย; คำอธิบาย,11,4,อธิบาย; คำอธิบาย,
讲究,jiǎng jiū,particular about; tasteful,"พิถีพิถัน, ใส่ใจ(คุณภาพ)",11,5,"พิถีพิถัน, ใส่ใจ(คุณภาพ)",
证明,zhèng míng,proof; certificate,"พิสูจน์; หลักฐาน, ใบรับรอง",11,4,"พิสูจน์; หลักฐาน, ใบรับรอง",
词典,cí diǎn,dictionary,พจนานุกรม,11,3,พจนานุกรม,
语法,yǔ fǎ,grammar,ไวยากรณ์,11,4,ไวยากรณ์,
赚,zhuàn,to earn; to make a profit,"หาเงิน, ทำกำไร",11,4,"หาเงิน, ทำกำไร",
转动,zhuǎn dòng,to turn something around; to swivel,"หมุน, หมุนรอบ",11,6,"หมุน, หมุนรอบ",
连续,lián xù,continuous; in a row,"ต่อเนื่อง, ติดต่อกัน",11,6,"ต่อเนื่อง, ติดต่อกัน",
通知,tōng zhī,to notify; to inform,"แจ้ง, แจ้งให้ทราบ; ประกาศ",11,4,"แจ้ง, แจ้งให้ทราบ; ประกาศ",
酒,jiǔ,wine; liquor,"เหล้า, สุรา",11,3,"เหล้า, สุรา",
重新,chóng xīn,again; once more,"ใหม่อีกครั้ง, ใหม่",11,4,"ใหม่อีกครั้ง, ใหม่",
错,cuò,wrong; mistake,ผิด; ความผิดพลาด,11,2,ผิด; ความผิดพลาด,
锻炼,duàn liàn,to toughen; to temper,ออกกำลังกาย; ฝึกฝน,11,3,ออกกำลังกาย; ฝึกฝน,
长城,cháng chéng,the Great Wall,กำแพงเมืองจีน,11,4,กำแพงเมืองจีน,
随着,suí zhe,along with; in the wake of,"ตามที่, ไปพร้อมกับ",11,4,"ไปพร้อมกับ, ตาม",ตามที่ ~= 按照 (per/according to); reordered to lead 'along with'. Second opinion.
需求,xū qiú,requirement; to require,"ความต้องการ, อุปสงค์",11,5,"ความต้องการ, อุปสงค์",
风格,fēng gé,style,"สไตล์, ลีลา",11,5,"สไตล์, ลีลา",
鲨鱼,shā yú,shark,ปลาฉลาม,11,5,ปลาฉลาม,
一共,yī gòng,in total; altogether,"ทั้งหมด, รวมทั้งสิ้น",10,3,"ทั้งหมด, รวมทั้งสิ้น",
一部分,yī bù fèn,portion; part of,ส่วนหนึ่ง,10,4,ส่วนหนึ่ง,
个人,gè rén,an individual,"ส่วนบุคคล, ส่วนตัว; ปัจเจกบุคคล",10,4,"ส่วนบุคคล, ส่วนตัว; ปัจเจกบุคคล",
也许,yě xǔ,perhaps; maybe,"บางที, อาจจะ",10,4,"บางที, อาจจะ",
享受,xiǎng shòu,to enjoy; to live it up,"เพลิดเพลิน, เสพสุข; ความเพลิดเพลิน",10,5,"เพลิดเพลิน, เสพสุข; ความเพลิดเพลิน",
仍,réng,still; yet,ยังคง,10,4,ยังคง,
仍然,réng rán,still; as before,ยังคง,10,4,ยังคง,
代表,dài biǎo,representative; delegate,ตัวแทน; เป็นตัวแทน,10,4,ตัวแทน; เป็นตัวแทน,
以及,yǐ jí,and; as well as,"ตลอดจน, รวมทั้ง",10,5,"ตลอดจน, รวมทั้ง",
似乎,sì hū,it seems; seemingly,"ดูเหมือนว่า, ราวกับ",10,5,"ดูเหมือนว่า, ราวกับ",
作业,zuò yè,school assignment; homework,การบ้าน,10,3,การบ้าน,
供,gōng,to provide; to supply,"จัดหา, จัดส่ง, ป้อน",10,4,"จัดหา, จัดส่ง, ป้อน",
信,xìn,letter; mail,จดหมาย; เชื่อ,10,3,จดหมาย; เชื่อ,
信息,xìn xī,information; news,"ข้อมูล, ข่าวสาร",10,4,"ข้อมูล, ข่าวสาร",
儿童,ér tóng,child,เด็ก,10,4,เด็ก,
充满,chōng mǎn,full of; brimming with,"เต็มไปด้วย, เปี่ยมด้วย",10,5,"เต็มไปด้วย, เปี่ยมด้วย",
冬天,dōng tiān,winter,ฤดูหนาว,10,3,ฤดูหนาว,
创作,chuàng zuò,to create; to produce,"สร้างสรรค์(ผลงาน), ประพันธ์",10,5,"สร้างสรรค์(ผลงาน), ประพันธ์",
北方,běi fāng,north; the northern part a country,"ภาคเหนือ, ทางเหนือ",10,3,"ภาคเหนือ, ทางเหนือ",
区别,qū bié,difference; to distinguish,ความแตกต่าง; แยกแยะ,10,4,ความแตกต่าง; แยกแยะ,
南方,nán fāng,south; southern direction,"ภาคใต้, ทางใต้",10,3,"ภาคใต้, ทางใต้",
占,zhàn,to occupy; to constitute,"ครอบครอง, ยึด; (zhān) ทำนาย",10,4,"ครอบครอง, ยึด; (zhān) ทำนาย",
厉害,lì hài,awesome; formidable; severe,"เก่ง, ร้ายกาจ, สุดยอด",10,4,"เก่ง, สุดยอด; ร้ายกาจ",Fixed separator: impressive (เก่ง/สุดยอด) vs severe (ร้ายกาจ) are distinct senses -> '; '.
发出,fā chū,to issue; to send out,"ส่งออก, เปล่ง(เสียง/แสง), ออก(คำสั่ง)",10,4,"ส่งออก, เปล่ง(เสียง/แสง), ออก(คำสั่ง)",
叔叔,shū shū,father's younger brother; paternal uncle,"อา(ชาย), ลุง; น้าชาย",10,3,"อา(ชาย), ลุง; น้าชาย",
受伤,shòu shāng,to sustain injuries; wounded,"บาดเจ็บ, ได้รับบาดเจ็บ",10,5,"บาดเจ็บ, ได้รับบาดเจ็บ",
回到,huí dào,to return to,"กลับไปยัง, กลับสู่",10,4,"กลับไปยัง, กลับสู่",
因素,yīn sù,element; factor,"ปัจจัย, องค์ประกอบ",10,6,"ปัจจัย, องค์ประกอบ",
地面,dì miàn,floor; ground,"พื้น, พื้นดิน",10,5,"พื้น, พื้นดิน",
基本,jī běn,basic; fundamental,"พื้นฐาน, โดยพื้นฐาน",10,5,"พื้นฐาน, โดยพื้นฐาน",
夏季,xià jì,summer,ฤดูร้อน,10,3,ฤดูร้อน,
大夫,dài fu,doctor,หมอ; แพทย์,10,4,หมอ; แพทย์,
大都,dà dū,mostly; for the most part,"ส่วนใหญ่, โดยมาก",10,6,"ส่วนใหญ่, โดยมาก",
失去,shī qù,to lose,"สูญเสีย, เสีย",10,5,"สูญเสีย, เสีย",
女人,nǚ rén,woman,ผู้หญิง; ภรรยา,10,4,ผู้หญิง; ภรรยา,
姓,xìng,family name; surname,"แซ่, นามสกุล; มีแซ่ว่า",10,2,"แซ่, นามสกุล; มีแซ่ว่า",
左边,zuǒ biān,left; the left side,ด้านซ้าย,10,2,ด้านซ้าย,
帅,shuài,handsome,หล่อ; สง่างาม,10,4,หล่อ; สง่างาม,
帮忙,bāng máng,to help; to lend a hand,ช่วยเหลือ,10,3,ช่วยเหลือ,
广泛,guǎng fàn,wide; broad,"กว้างขวาง, แพร่หลาย",10,5,"กว้างขวาง, แพร่หลาย",
应用,yìng yòng,to put to use; to apply,"ประยุกต์ใช้, นำไปใช้; แอปพลิเคชัน",10,5,"ประยุกต์ใช้, นำไปใช้; แอปพลิเคชัน",
度,dù,to pass; to spend,ใช้(เวลา); องศา; ระดับ,10,4,"ใช้(เวลา); องศา, ระดับ",Fixed separator: was 3 semicolon senses; comma-joined the degree variants.
建,jiàn,to establish; to found,"สร้าง, ก่อตั้ง",10,6,"สร้าง, ก่อตั้ง",
开会,kāi huì,to hold a meeting; to attend a meeting,"ประชุม, เข้าประชุม",10,3,"ประชุม, เข้าประชุม",
弓,gōng,bow (weapon),"ธนู, คันศร; โก่ง",10,5,"ธนู, คันศร; โก่ง",
当地,dāng dì,local,"ท้องถิ่น, ในพื้นที่",10,4,"ท้องถิ่น, ในพื้นที่",
当然,dāng rán,only natural; as it should be,"แน่นอน, เป็นธรรมดา",10,3,"แน่นอน, เป็นธรรมดา",
形式,xíng shì,outer appearance; form,รูปแบบ,10,5,รูปแบบ,
律师,lǜ shī,lawyer,ทนายความ,10,4,ทนายความ,
患者,huàn zhě,patient; sufferer,ผู้ป่วย,10,5,ผู้ป่วย,
意识,yì shí,consciousness; awareness,"จิตสำนึก, ความตระหนัก",10,5,"จิตสำนึก, ความตระหนัก",
感受,gǎn shòu,to sense; perception,"รู้สึก, สัมผัส; ความรู้สึก",10,5,"รู้สึก, สัมผัส; ความรู้สึก",
愿意,yuàn yì,to wish; to want,"ยินดี, เต็มใจ, อยาก",10,3,"ยินดี, เต็มใจ, อยาก",
房子,fáng zi,house; building,บ้าน,10,2,บ้าน,
打印,dǎ yìn,to print,"พิมพ์(ออกมา), ปริ๊นต์",10,4,"พิมพ์(ออกมา), ปริ๊นต์",
打电话,dǎ diàn huà,to make a telephone call,โทรศัพท์,10,3,โทรศัพท์,
打破,dǎ pò,to break; to smash,"ทุบแตก, ทำลาย(สถิติ)",10,4,"ทุบแตก, ทำลาย(สถิติ)",
护照,hù zhào,passport,"หนังสือเดินทาง, พาสปอร์ต",10,3,"หนังสือเดินทาง, พาสปอร์ต",
掉,diào,to fall; to drop,"ตก, หล่น; หลุด",10,4,"ตก, หล่น; หลุด",
控制,kòng zhì,to control,ควบคุม,10,5,ควบคุม,
搬,bān,to move; to shift,ย้าย; ยก(ของหนัก),10,3,ย้าย; ยก(ของหนัก),
文字,wén zì,character; script,"ตัวอักษร, ตัวหนังสือ",10,5,"ตัวอักษร, ตัวหนังสือ",
文章,wén zhāng,article; essay,"บทความ, เรียงความ",10,4,"บทความ, เรียงความ",
日,rì,day; sun,วัน; ดวงอาทิตย์,10,1,วัน; ดวงอาทิตย์,
早,zǎo,early; morning,เช้า; เร็ว,10,2,เช้า; เร็ว,
明白,míng bái,clear; obvious,เข้าใจ; ชัดเจน,10,3,เข้าใจ; ชัดเจน,EN 'clear; obvious' omits dominant verb sense 'to understand' (narrow EN); Thai keeps both. Second opinion.
昨天,zuó tiān,yesterday,เมื่อวาน,10,1,เมื่อวาน,
显示,xiǎn shì,to show; to illustrate,"แสดง, บ่งชี้",10,5,"แสดง, บ่งชี้",
普通,pǔ tōng,common; ordinary,"ธรรมดา, ทั่วไป",10,3,"ธรรมดา, ทั่วไป",
曲,qū,bent; crooked; curved,"โค้ง, งอ",10,6,"โค้ง, งอ",
有时,yǒu shí,sometimes; now and then,บางครั้ง,10,3,บางครั้ง,
本身,běn shēn,itself; in itself,"ตัวมันเอง, โดยตัวของมันเอง",10,6,"ตัวมันเอง, โดยตัวของมันเอง",
来得及,lái de jí,to have enough time,"ทัน, ยังทันเวลา",10,4,"ทัน, ยังทันเวลา",
校长,xiào zhǎng,"college, university president; headmaster","ครูใหญ่, อธิการบดี",10,3,"ครูใหญ่, อธิการบดี",
样子,yàng zi,appearance; manner,"ลักษณะ, ท่าทาง, รูปลักษณ์",10,4,"ลักษณะ, ท่าทาง, รูปลักษณ์",
欣赏,xīn shǎng,to appreciate; to enjoy,"ชื่นชม, เพลิดเพลินกับ",10,5,"ชื่นชม, เพลิดเพลินกับ",
死,sǐ,to die; impassable,ตาย,10,4,ตาย,
比如,bǐ rú,for example; for instance,"เช่น, ตัวอย่างเช่น",10,4,"เช่น, ตัวอย่างเช่น",
海边,hǎi biān,coast; seaside,ชายทะเล,10,4,ชายทะเล,
消失,xiāo shī,to disappear; to fade away,"หายไป, เลือนหาย",10,5,"หายไป, เลือนหาย",
消息,xiāo xī,piece of news; information,"ข่าว, ข่าวสาร",10,4,"ข่าว, ข่าวสาร",
游,yóu,to swim; to travel,ว่ายน้ำ; ท่องเที่ยว,10,2,ว่ายน้ำ; ท่องเที่ยว,
湿润,shī rùn,moist,ชุ่มชื้น,10,4,ชุ่มชื้น,
物质,wù zhì,matter; substance,"สสาร, วัตถุ",10,5,"สสาร, วัตถุ",
球,qiú,ball,ลูกบอล,10,2,ลูกบอล,
生意,shēng yì,business; trade,"ธุรกิจ, การค้า",10,4,"ธุรกิจ, การค้า",
男人,nán rén,a man; a male,ผู้ชาย,10,4,ผู้ชาย,
盒饭,hé fàn,meal in a partitioned box,ข้าวกล่อง,10,5,ข้าวกล่อง,
目的,mù dì,purpose; aim,"จุดประสงค์, เป้าหมาย",10,4,"จุดประสงค์, เป้าหมาย",
睡,shuì,to sleep; to lie down,"นอน, หลับ",10,2,"นอน, หลับ",
睡觉,shuì jiào,to go to bed; to sleep,"นอน, นอนหลับ",10,1,"นอน, นอนหลับ",
礼物,lǐ wù,gift; present,ของขวัญ,10,3,ของขวัญ,
神奇,shén qí,magical; mystical,"มหัศจรรย์, น่าอัศจรรย์",10,5,"มหัศจรรย์, น่าอัศจรรย์",
禁止,jìn zhǐ,to prohibit; to forbid,ห้าม,10,4,ห้าม,
秘密,mì mì,secret; private,ความลับ,10,5,ความลับ,
肚子,dǔ zi,belly; abdomen,"ท้อง, พุง",10,4,"ท้อง, พุง",
肯定,kěn dìng,to be certain; to be positive,แน่นอน; ยืนยัน,10,4,แน่นอน; ยืนยัน,
胖,pàng,fat; plump,อ้วน,10,3,อ้วน,
能源,néng yuán,energy sources; energy,"พลังงาน, แหล่งพลังงาน",10,5,"พลังงาน, แหล่งพลังงาน",
脚,jiǎo,foot; leg,"เท้า, ขา",10,3,เท้า; ขา,
脸,liǎn,face,ใบหน้า,10,3,ใบหน้า,
脾气,pí qì,character; temperament,"อารมณ์, นิสัย(โกรธง่าย)",10,4,"อารมณ์, นิสัย(โกรธง่าย)",
自由,zì yóu,freedom; liberty,"อิสรภาพ, เสรีภาพ; อิสระ",10,5,"อิสรภาพ, เสรีภาพ; อิสระ",
节,jié,festival; section,เทศกาล; ตอน; ลักษณนาม(คาบเรียน),10,5,เทศกาล; ตอน; ลักษณนาม(คาบเรียน),
蔬菜,shū cài,vegetables,ผัก,10,5,ผัก,
袜子,wà zi,socks; stockings,ถุงเท้า,10,4,ถุงเท้า,
诊断,zhěn duàn,to diagnose,วินิจฉัย(โรค); การวินิจฉัย,10,5,วินิจฉัย(โรค); การวินิจฉัย,
说明,shuō míng,to explain; to illustrate,"อธิบาย, ชี้แจง",10,4,"อธิบาย, ชี้แจง",
读者,dú zhě,reader,ผู้อ่าน,10,4,ผู้อ่าน,
跑,pǎo,to run,วิ่ง,10,2,วิ่ง,
通常,tōng cháng,regular; usual,"โดยปกติ, ตามปกติ",10,5,"โดยปกติ, ตามปกติ",
部分,bù fèn,part; portion,"ส่วน, ส่วนหนึ่ง",10,4,"ส่วน, ส่วนหนึ่ง",
酒店,jiǔ diàn,hotel,โรงแรม,10,5,โรงแรม,
采用,cǎi yòng,to adopt; to employ,"นำมาใช้, เลือกใช้",10,5,"นำมาใช้, เลือกใช้",
镜子,jìng zi,mirror,กระจก,10,4,กระจก,
长期,cháng qī,long-term; for a protracted period,ระยะยาว,10,5,ระยะยาว,
防止,fáng zhǐ,to prevent; to guard against,ป้องกัน,10,5,ป้องกัน,
集中,jí zhōng,to concentrate; to centralize,"รวมศูนย์, มุ่งเน้น, จดจ่อ",10,5,"รวมศูนย์, มุ่งเน้น, จดจ่อ",
顺利,shùn lì,smoothly; without a hitch,"ราบรื่น, ไปได้ด้วยดี",10,4,"ราบรื่น, ไปได้ด้วยดี",
题材,tí cái,subject matter,"เนื้อหา, หัวข้อ(เรื่อง)",10,5,"เนื้อหา, หัวข้อ(เรื่อง)",
饭,fàn,cooked rice; meal,"อาหาร, ข้าว",10,1,"อาหาร, ข้าว",
马车,mǎ chē,cart; chariot,รถม้า,10,4,รถม้า,
上班,shàng bān,to go to work; to be on duty,"ไปทำงาน, เข้างาน",9,2,"ไปทำงาน, เข้างาน",
不但,bù dàn,not only,ไม่เพียงแต่,9,3,ไม่เพียงแต่,
主人,zhǔ rén,master; host,เจ้าของ; เจ้าภาพ,9,5,เจ้าของ; เจ้าภาพ,
之前,zhī qián,before; prior to,"ก่อนหน้า, ก่อน",9,4,"ก่อนหน้า, ก่อน",
习俗,xí sú,custom; tradition,"ขนบธรรมเนียม, ประเพณี",9,5,"ขนบธรรมเนียม, ประเพณี",
乱,luàn,chaotic; confused,"ยุ่งเหยิง, วุ่นวาย; สับสน",9,4,"ยุ่งเหยิง, วุ่นวาย; สับสน",
产品,chǎn pǐn,goods; merchandise,"ผลิตภัณฑ์, สินค้า",9,5,"ผลิตภัณฑ์, สินค้า",
人数,rén shù,number of people,จำนวนคน,9,4,จำนวนคน,
件,jiàn,item; component,ลักษณนาม(ชิ้น/เรื่อง),9,2,ลักษณนาม(ชิ้น/เรื่อง),
传播,chuán bō,to disseminate; to propagate,"เผยแพร่, แพร่กระจาย",9,5,"เผยแพร่, แพร่กระจาย",
伤痕,shāng hén,scar; bruise,แผลเป็น,9,6,แผลเป็น,
住,zhù,to live; to reside,"อยู่, พักอาศัย",9,1,"อยู่, พักอาศัย",
体检,tǐ jiǎn,physical checkup,การตรวจสุขภาพ,9,6,การตรวจสุขภาพ,
作,zuò,to do; to make,"ทำ, สร้าง, ประพันธ์",9,4,"ทำ, สร้าง, ประพันธ์",
供应,gōng yìng,to supply; to provide,"จัดหา, ป้อน (สินค้า)",9,6,"จัดหา, ป้อน (สินค้า)",
保存,bǎo cún,to conserve,"เก็บรักษา, สงวนไว้",9,5,"เก็บรักษา, สงวนไว้",
倒,dào,to fall; to collapse,"ล้ม; เท, ริน; (dào) กลับด้าน",9,4,"ล้ม; เท, ริน; (dào) กลับด้าน",
充足,chōng zú,adequate; sufficient,"เพียงพอ, อุดมสมบูรณ์",9,5,"เพียงพอ, อุดมสมบูรณ์",
入,rù,to enter; to go into,"เข้า, เข้าสู่",9,5,"เข้า, เข้าสู่",
全部,quán bù,whole; all,ทั้งหมด,9,4,ทั้งหมด,
公园,gōng yuán,park,สวนสาธารณะ,9,3,สวนสาธารณะ,
公里,gōng lǐ,kilometer,กิโลเมตร,9,4,กิโลเมตร,
共同,gòng tóng,common; joint,ร่วมกัน,9,4,ร่วมกัน,
准时,zhǔn shí,on time; punctual,ตรงเวลา,9,4,ตรงเวลา,
出生,chū shēng,to be born,เกิด,9,4,เกิด,
出租车,chū zū chē,taxi,แท็กซี่,9,1,แท็กซี่,
分布,fēn bù,to scatter; to distribute,"กระจายตัว, แพร่กระจาย",9,5,"กระจายตัว, แพร่กระจาย",
列,liè,to arrange; to line up,"จัดแถว, เรียง",9,5,"จัดแถว, เรียง",
加快,jiā kuài,to accelerate; to speed up,"เร่ง, เพิ่มความเร็ว",9,4,"เร่ง, เพิ่มความเร็ว",
包,bāo,bag; to wrap,"ห่อ, หุ้ม; กระเป๋า; เหมา",9,3,"ห่อ, หุ้ม; กระเป๋า; เหมา",
包括,bāo kuò,to comprise; to include,"รวมถึง, ประกอบด้วย",9,5,"รวมถึง, ประกอบด้วย",
厚,hòu,thick; deep or profound,หนา; ลึกซึ้ง,9,4,หนา; ลึกซึ้ง,
原料,yuán liào,raw material,วัตถุดิบ,9,6,วัตถุดิบ,
厨房,chú fáng,kitchen,ห้องครัว,9,3,ห้องครัว,
反应,fǎn yìng,to react; to respond,ตอบสนอง; ปฏิกิริยา,9,5,ตอบสนอง; ปฏิกิริยา,
可爱,kě ài,adorable; cute,น่ารัก,9,3,น่ารัก,
同,tóng,like; same,"เหมือนกัน, ร่วมกัน; กับ",9,4,"เหมือนกัน, ร่วมกัน; กับ",
同伴,tóng bàn,companion; comrade,"เพื่อน, สหาย",9,5,"เพื่อน, สหาย",
同意,tóng yì,to agree; to consent,"เห็นด้วย, ยินยอม",9,3,"เห็นด้วย, ยินยอม",
同样,tóng yàng,same; equal,"เหมือนกัน, เช่นเดียวกัน",9,4,"เหมือนกัน, เช่นเดียวกัน",
否则,fǒu zé,otherwise; if not,"มิฉะนั้น, ไม่เช่นนั้น",9,4,"มิฉะนั้น, ไม่เช่นนั้น",
哪里,nǎ lǐ,where?; somewhere,ที่ไหน,9,1,ที่ไหน,
善于,shàn yú,to be good at; to be adept at,"เก่งในด้าน, ถนัด",9,5,"เก่งในด้าน, ถนัด",
回,huí,to return; time(s),กลับ; ครั้ง,9,1,กลับ; ครั้ง,
困,kùn,sleepy; difficult,"ง่วง; ติดอยู่, ล้อมไว้",9,4,"ง่วง; ติดอยู่, ล้อมไว้",
在于,zài yú,to rest with; to lie in,"อยู่ที่, ขึ้นอยู่กับ",9,4,"อยู่ที่, ขึ้นอยู่กับ",
地下,dì xià,underground; subterranean,ใต้ดิน,9,5,ใต้ดิน,
地图,dì tú,map,แผนที่,9,3,แผนที่,
地震,dì zhèn,earthquake,แผ่นดินไหว,9,5,แผ่นดินไหว,
均匀,jūn yún,even; well-distributed,"สม่ำเสมอ, กระจายเท่าๆ กัน",9,5,"สม่ำเสมอ, กระจายเท่าๆ กัน",
培训,péi xùn,to cultivate; to train,ฝึกอบรม,9,5,ฝึกอบรม,
复杂,fù zá,complicated; complex,ซับซ้อน,9,4,ซับซ้อน,
外面,wài miàn,outside (; surface,ข้างนอก,9,2,ข้างนอก,EN-GLOSS-BUG: malformed gloss 'outside (; surface' (stray paren); sense = outside
多少,duō shǎo,number; amount,"เท่าไร, กี่",9,1,"เท่าไร, กี่",
大自然,dà zì rán,nature,ธรรมชาติ,9,4,ธรรมชาติ,
大部分,dà bù fèn,the greater part; the majority,ส่วนใหญ่,9,4,ส่วนใหญ่,
安慰,ān wèi,to comfort; to console,"ปลอบใจ, ปลอบโยน",9,5,"ปลอบใจ, ปลอบโยน",
安排,ān pái,to arrange; to plan,"จัดการ, จัดเตรียม, วางแผน",9,4,"จัดการ, จัดเตรียม, วางแผน",
实际,shí jì,actual; real; reality,ความเป็นจริง; ตามจริง,9,4,ความเป็นจริง; ตามจริง,
家里,jiā lǐ,home,ที่บ้าน,9,1,ที่บ้าน,
对象,duì xiàng,target; object,"เป้าหมาย, วัตถุประสงค์; คนรัก(คู่ครอง)",9,5,"เป้าหมาย, วัตถุประสงค์; คนรัก(คู่ครอง)",
属于,shǔ yú,to belong to; to fall under,"จัดอยู่ใน, เป็นของ",9,5,"จัดอยู่ใน, เป็นของ",
左右,zuǒ yòu,left and right; nearby,"ซ้ายขวา; ประมาณ, ราวๆ",9,3,"ซ้ายขวา; ประมาณ, ราวๆ",
常常,cháng cháng,frequently; often,"บ่อยๆ, เป็นประจำ",9,5,"บ่อยๆ, เป็นประจำ",
形,xíng,shape; form,"รูปร่าง, รูปทรง",9,6,"รูปร่าง, รูปทรง",
忘,wàng,to forget; to overlook,ลืม,9,3,ลืม,
快点儿,kuài diǎn ér,hurry up a little,"เร็วๆ หน่อย, เร็วเข้า",9,3,"เร็วๆ หน่อย, เร็วเข้า",
愤怒,fèn nù,angry; indignant,โกรธเคือง,9,5,โกรธเคือง,
成就,chéng jiù,accomplishment; success,"ความสำเร็จ, ผลสำเร็จ",9,5,"ความสำเร็จ, ผลสำเร็จ",
打扰,dǎ rǎo,to disturb; to bother,รบกวน,9,4,รบกวน,
扔,rēng,to throw; to throw away,"โยน, ขว้าง; ทิ้ง",9,4,"โยน, ขว้าง; ทิ้ง",
技巧,jì qiǎo,skill; technique,"ทักษะ, เทคนิค",9,5,"ทักษะ, เทคนิค",
报道,bào dào,to report; report,รายงานข่าว; ข่าว,9,4,รายงานข่าว; ข่าว,
挑战,tiǎo zhàn,to challenge,ท้าทาย; ความท้าทาย,9,5,ท้าทาย; ความท้าทาย,
提出,tí chū,to raise; to propose,"เสนอ, ยก(ประเด็น)ขึ้นมา",9,4,"เสนอ, ยก(ประเด็น)ขึ้นมา",
握手,wò shǒu,to shake hands,จับมือ,9,4,จับมือ,
摄影,shè yǐng,to take a photograph; photography,ถ่ายภาพ; การถ่ายภาพ,9,5,ถ่ายภาพ; การถ่ายภาพ,
擅长,shàn cháng,to be good at; to be expert in,"ถนัด, เชี่ยวชาญ",9,5,"ถนัด, เชี่ยวชาญ",
教,jiào,education; religion,สอน; ศาสนา,9,3,สอน; ศาสนา,
新闻,xīn wén,news,ข่าว,9,3,ข่าว,
旧,jiù,old,เก่า,9,3,เก่า,
时期,shí qī,period; phase,"ช่วงเวลา, ยุค",9,5,"ช่วงเวลา, ยุค",
是不是,shì bú shì,is or is not,ใช่หรือไม่,9,3,ใช่หรือไม่,
显,xiǎn,to make visible; to reveal,"แสดง, เผยให้เห็น",9,5,"แสดง, เผยให้เห็น",
晚饭,wǎn fàn,evening meal; dinner,อาหารเย็น,9,2,อาหารเย็น,
更是,gèng shì,even more,"ยิ่งเป็น, ยิ่งไปกว่านั้น",9,3,"ยิ่งเป็น, ยิ่งไปกว่านั้น",
机票,jī piào,plane ticket; airline ticket,ตั๋วเครื่องบิน,9,3,ตั๋วเครื่องบิน,
来不及,lái bù jí,there's not enough time; it's too late,"ไม่ทัน, ทำไม่ทัน",9,4,"ไม่ทัน, ทำไม่ทัน",
桌子,zhuō zi,table; desk,โต๊ะ,9,1,โต๊ะ,
正,zhèng,correct; exactly,ตรง; ถูกต้อง; กำลัง(พอดี),9,2,"ตรง, ถูกต้อง; กำลัง(พอดี)",
正常,zhèng cháng,normal; regular,ปกติ,9,4,ปกติ,
民间,mín jiān,among the people; popular,"พื้นบ้าน, ในหมู่ประชาชน",9,5,"พื้นบ้าน, ในหมู่ประชาชน",
气质,qì zhì,personality traits; aura,"บุคลิก, อุปนิสัย",9,6,"บุคลิก, อุปนิสัย",
氧,yǎng,oxygen,ออกซิเจน,9,6,ออกซิเจน,
水平,shuǐ píng,horizontal; level,"ระดับ, มาตรฐาน",9,3,"ระดับ, มาตรฐาน",
沙子,shā zi,sand; grit,ทราย,9,5,ทราย,
