orig_row,hanzi,sentence,en,th
4071,争夺,两队激烈争夺冠军。,The two teams fiercely contested the title.,สองทีมแย่งชิงตำแหน่งแชมป์กันอย่างดุเดือด
4072,争执,他们为小事争执起来。,They started arguing over a small matter.,พวกเขาโต้เถียงกันเพราะเรื่องเล็กน้อย
4073,争气,他发誓一定要争气。,He vowed he would prove himself.,เขาสาบานว่าจะต้องพิสูจน์ตัวเองให้ได้
4074,争议,这项政策引发了争议。,This policy sparked controversy.,นโยบายนี้จุดชนวนข้อถกเถียง
4083,五花八门,展会上的商品五花八门。,The goods at the exhibition were of every conceivable kind.,สินค้าในงานมีสารพัดชนิดหลากหลาย
4105,人手,工地上现在缺人手。,The construction site is short of manpower right now.,ตอนนี้ไซต์ก่อสร้างขาดแรงคนอยู่
4126,以致,他没复习，以致考试不及格。,He didn't review,เขาไม่ได้อ่านหนังสือทบทวน เลยสอบตก
4136,众人,众人纷纷点头同意。,Everyone nodded in agreement.,ทุกคนพากันพยักหน้าเห็นด้วย
4142,会诊,几位专家为病人会诊。,Several experts held a consultation for the patient.,ผู้เชี่ยวชาญหลายคนร่วมกันวินิจฉัยอาการให้คนไข้
4143,传奇,他的一生充满传奇色彩。,His life was full of legendary color.,ชีวิตของเขาเต็มไปด้วยสีสันแห่งตำนาน
4145,传授,老师向学生传授知识。,The teacher imparts knowledge to the students.,ครูถ่ายทอดความรู้ให้นักเรียน
4149,传达,他向大家传达了消息。,He conveyed the news to everyone.,เขาแจ้งข่าวให้ทุกคนได้รู้
4150,伤口,医生正在处理伤口。,The doctor is treating the wound.,หมอกำลังทำแผลอยู่
4153,伴,老人希望有个伴。,The old man wishes for a companion.,คนแก่อยากมีเพื่อนคอยอยู่เป็นเพื่อนสักคน
4159,低温,冰箱要保持低温状态。,The fridge needs to stay at a low temperature.,ตู้เย็นต้องรักษาอุณหภูมิให้ต่ำ
4168,体重,他最近体重下降了。,His weight has dropped recently.,ช่วงนี้น้ำหนักของเขาลดลง
4173,作战,士兵们勇敢地作战。,The soldiers fought bravely.,เหล่าทหารต่อสู้อย่างกล้าหาญ
4176,佳节,中秋佳节全家团圆。,"During the Mid-Autumn festive day, the whole family reunites.",เทศกาลไหว้พระจันทร์ ทั้งครอบครัวได้อยู่พร้อมหน้ากัน
4177,使劲,他使劲推开了大门。,He pushed the door open with all his strength.,เขาออกแรงดันประตูจนเปิดออก
4188,依旧,她依旧每天早起锻炼。,She still gets up early to exercise every day.,เธอยังคงตื่นเช้ามาออกกำลังกายทุกวันเหมือนเดิม
4197,促销,商场正在举行促销活动。,The mall is holding a promotional sales event.,ห้างกำลังจัดกิจกรรมส่งเสริมการขาย
4210,信用,他很讲信用。,He values his word.,เขาเป็นคนรักษาคำพูดน่าเชื่อถือ
4212,信赖,大家都很信赖他。,Everyone trusts him a lot.,ทุกคนไว้วางใจเขามาก
4213,修养,他很有文化修养。,He has strong cultural refinement.,เขาเป็นคนมีภูมิความรู้ทางวัฒนธรรมสูง
4220,借用,我想借用一下你的手机。,I'd like to borrow your phone for a moment.,ฉันขอยืมโทรศัพท์เธอหน่อยได้ไหม
4228,假定,我们先假定这个说法成立。,Let's first assume this statement is true.,เราลองสมมติก่อนว่าคำกล่าวนี้เป็นจริง
4232,偏偏,我出门偏偏忘带雨伞。,"As luck would have it, I forgot my umbrella.",พอจะออกจากบ้าน ดันลืมเอาร่มไปซะงั้น
4245,储备,国家储备了大量粮食。,The country has stockpiled a large amount of grain.,ประเทศสำรองเสบียงอาหารไว้จำนวนมาก
4248,催,妈妈催我快点起床。,Mom urged me to get up quickly.,แม่เร่งให้ฉันรีบตื่น
4252,傲慢,他的态度显得很傲慢。,His attitude seemed very arrogant.,ท่าทีของเขาดูหยิ่งยโสมาก
4253,傻,别做这么傻的事情。,Don't do such a foolish thing.,อย่าทำเรื่องโง่ๆ แบบนี้
4257,元素,水由两种元素组成。,Water is made up of two elements.,น้ำประกอบด้วยธาตุสองชนิด
4262,先前,情况比先前好多了。,The situation is much better than before.,สถานการณ์ดีขึ้นกว่าเมื่อก่อนมาก
4276,全体,全体同学都到齐了。,All the students have arrived.,นักเรียนทั้งหมดมากันครบแล้ว
4277,全力,医生全力抢救病人。,The doctors made every effort to save the patient.,หมอทุ่มสุดกำลังช่วยชีวิตคนไข้
4286,公主,这个故事讲的是一位公主。,This story is about a princess.,เรื่องนี้เล่าเกี่ยวกับเจ้าหญิงองค์หนึ่ง
4311,其余,其余的问题下次再说。,We'll discuss the rest of the questions next time.,คำถามที่เหลือไว้ค่อยว่ากันครั้งหน้า
4325,再现,这部电影再现了历史场景。,This movie recreates historical scenes.,หนังเรื่องนี้จำลองภาพเหตุการณ์ในประวัติศาสตร์ขึ้นมาใหม่
4327,冒,锅里冒出阵阵热气。,Steam kept rising from the pot.,ไอร้อนพุ่งออกมาจากหม้อเป็นระยะ
4368,出版,这本书明年出版。,This book will be published next year.,หนังสือเล่มนี้จะตีพิมพ์ปีหน้า
4376,分寸,说话要懂得分寸。,You should know the right measure when speaking.,พูดอะไรต้องรู้จักประมาณ
4377,分工,团队成员分工明确。,The team members have clearly divided tasks.,สมาชิกในทีมแบ่งงานกันอย่างชัดเจน
4391,切实,我们要切实解决问题。,We need to genuinely solve the problem.,เราต้องแก้ปัญหาอย่างจริงจัง
4395,划船,他们在湖上划船。,They rowed a boat on the lake.,พวกเขาพายเรือกันในทะเลสาบ
4413,制止,老师及时制止了争吵。,The teacher stopped the quarrel in time.,คุณครูเข้าห้ามการทะเลาะได้ทันเวลา
4417,剂,医生给他开了一种药剂。,The doctor prescribed him a medicine.,หมอสั่งยาชนิดหนึ่งให้เขา
4425,前辈,他向前辈请教经验。,He asked a senior for advice from experience.,เขาขอคำแนะนำเรื่องประสบการณ์จากรุ่นพี่
4444,加工,这些原料需要加工。,These raw materials need to be processed.,วัตถุดิบพวกนี้ต้องนำไปแปรรูป
4445,加强,我们要加强身体锻炼。,We need to strengthen our physical exercise.,เราต้องเสริมการออกกำลังกายให้มากขึ้น
4446,加深,这加深了他的印象。,This deepened his impression.,สิ่งนี้ทำให้ความประทับใจของเขาลึกซึ้งยิ่งขึ้น
4458,势力,这个组织的势力很大。,This organization's power is very great.,อิทธิพลขององค์กรนี้ใหญ่มาก
4465,包袱,他背着一个大包袱。,He carried a large bundle on his back.,เขาแบกห่อผ้าใบใหญ่ไว้บนหลัง
4491,单纯,她的想法很单纯。,Her way of thinking is very simple.,ความคิดของเธอเรียบง่ายบริสุทธิ์
4510,厂长,他当上了这家工厂的厂长。,He became the director of this factory.,เขาได้ขึ้นเป็นผู้อำนวยการของโรงงานแห่งนี้
4516,压缩,这个文件可以压缩后再发送。,This file can be compressed before sending.,ไฟล์นี้บีบอัดก่อนแล้วค่อยส่งได้
4528,去除,这种方法能去除污渍。,This method can remove stains.,วิธีนี้ช่วยขจัดคราบได้
4531,叉子,请给我一把叉子。,Please give me a fork.,ขอส้อมให้ฉันหน่อย
4568,取决于,成功取决于个人的努力。,Success hinges on one's own effort.,ความสำเร็จขึ้นอยู่กับความพยายามของแต่ละคน
4580,口味,每个人的口味不同。,Everyone's taste is different.,แต่ละคนชอบรสชาติไม่เหมือนกัน
4590,古怪,那位老人性格十分古怪。,That old man has a very strange personality.,ชายชราคนนั้นนิสัยประหลาดมาก
4591,古朴,这座小镇风格古朴典雅。,This small town has a simple unadorned and elegant style.,เมืองเล็กๆ แห่งนี้มีสไตล์เรียบง่ายแบบโบราณและสง่างาม
4593,只顾,他只顾玩手机，不听课。,He was so absorbed in his phone that he ignored the lesson.,เขามัวแต่เล่นมือถือ ไม่ตั้งใจเรียน
4598,可见,由此可见他很努力。,"From this, it's clear he works hard.",จากตรงนี้ก็เห็นได้ชัดว่าเขาขยันมาก
4604,台风,这位歌手台风非常稳健。,This singer has very steady stage presence.,นักร้องคนนี้วางตัวบนเวทีได้นิ่งและมั่นใจมาก
4609,各地,游客来自世界各地。,Tourists come from all over the world.,นักท่องเที่ยวมาจากทั่วทุกมุมโลก
4621,后代,我们应为后代保护环境。,We should protect the environment for future generations.,เราควรรักษาสิ่งแวดล้อมไว้เพื่อลูกหลานรุ่นหลัง
4631,吓,那个声音吓了我一跳。,That sound gave me a fright.,เสียงนั้นทำฉันสะดุ้งตกใจ
4632,否决,议会否决了这项提案。,The council vetoed this proposal.,สภาโหวตคว่ำข้อเสนอนี้
4634,吩咐,妈妈吩咐我早点回家。,Mom told me to come home early.,แม่สั่งให้ฉันกลับบ้านเร็วๆ หน่อย
4635,含糊,他的回答很含糊。,His answer was quite vague.,คำตอบของเขาคลุมเครือมาก
4643,吼,狮子在草原上大声吼叫。,The lion roared loudly on the grassland.,สิงโตคำรามเสียงดังกลางทุ่งหญ้า
4649,周到,服务员非常周到。,The waiter was very thoughtful.,พนักงานเสิร์ฟดูแลเอาใจใส่มาก
4655,呼救,溺水的人大声呼救。,The drowning person shouted for help.,คนที่กำลังจมน้ำตะโกนขอความช่วยเหลือ
4661,咳,他感冒后一直咳个不停。,He has been coughing nonstop since catching a cold.,เขาไอไม่หยุดเลยตั้งแต่เป็นหวัด
4667,响起,教室里突然响起铃声。,The bell suddenly rang out in the classroom.,จู่ๆ เสียงกริ่งก็ดังขึ้นในห้องเรียน
4673,啦,太好啦，我们成功了！,Great,ดีจังเลย เราทำสำเร็จแล้ว!
4689,嘴巴,她张开嘴巴笑了。,She opened her mouth and laughed.,เธออ้าปากหัวเราะ
4703,回收,这些瓶子可以回收利用。,These bottles can be recycled and reused.,ขวดพวกนี้นำกลับมาใช้ใหม่ได้
4704,回避,他总是回避这个问题。,He always avoids this question.,เขาหลบเลี่ยงคำถามนี้เสมอ
4709,园地,这里是孩子们的园地。,This is a garden area for the children.,ที่นี่คือพื้นที่ของเด็กๆ
4713,固执,老人的脾气很固执。,The old man's temper is very stubborn.,คนแก่คนนี้นิสัยดื้อรั้นมาก
4716,国土,军队保卫国土安全。,The army defends the security of the nation's territory.,กองทัพปกป้องความมั่นคงของดินแดนประเทศ
4717,国籍,请填写你的国籍。,Please fill in your nationality.,กรุณากรอกสัญชาติของคุณ
4718,图书,这里图书很齐全。,The books here are quite extensive.,หนังสือที่นี่มีครบครันมาก
4719,图形,屏幕上显示一个图形。,A figure is displayed on the screen.,บนหน้าจอแสดงรูปทรงหนึ่งขึ้นมา
4721,圆形,桌子是圆形的。,The table is round.,โต๊ะตัวนี้เป็นทรงกลม
4734,地步,事情严重到这个地步。,The situation has become this serious.,เรื่องมันร้ายแรงถึงขนาดนี้
4739,场地,比赛场地已经准备好。,The competition venue is already prepared.,สนามแข่งเตรียมพร้อมแล้ว
4749,坚实,这打下了坚实的基础。,This laid a solid foundation.,สิ่งนี้วางรากฐานที่มั่นคง
4753,坛,他在文坛上很有名气。,He is well-known in the literary world.,เขามีชื่อเสียงมากในวงการวรรณกรรม
4761,埋,他把宝藏埋在地下。,He buried the treasure underground.,เขาฝังสมบัติไว้ใต้ดิน
4776,塑造,小说塑造了一个英雄形象。,The novel portrayed a heroic figure.,นวนิยายสร้างภาพของวีรบุรุษขึ้นมา
4778,填写,请填写这张表格。,Please fill out this form.,กรุณากรอกแบบฟอร์มนี้
4785,增添,这盏灯增添了不少情调。,This lamp added quite a bit of ambiance.,โคมไฟดวงนี้เพิ่มบรรยากาศขึ้นมาไม่น้อย
4789,壮观,日出的景象十分壮观。,The sunrise is a spectacular sight.,ภาพพระอาทิตย์ขึ้นงดงามตระการตามาก
4798,外婆,外婆做的饭菜真香。,The food my grandma makes is delicious.,อาหารที่ยายทำอร่อยจริงๆ
4806,多余,这些话完全是多余的。,Those words were completely unnecessary.,คำพูดพวกนี้เกินความจำเป็นทั้งนั้น
4818,大多,学生大多很努力。,Most students work hard.,นักเรียนส่วนใหญ่ขยันมาก
4821,大意,请说说文章大意。,Please describe the main idea of the article.,ช่วยเล่าใจความสำคัญของบทความหน่อย
4826,大胆,他提出了一个大胆的计划。,He proposed a bold plan.,เขาเสนอแผนที่กล้าหาญ
4831,大赛,他赢得了这次大赛。,He won this grand competition.,เขาชนะการแข่งขันครั้งใหญ่นี้
4834,天分,她在音乐上很有天分。,She has great talent in music.,เธอมีพรสวรรค์ด้านดนตรีมาก
4839,天桥,行人从天桥上过马路。,Pedestrians cross the road via the overpass.,คนเดินเท้าข้ามถนนผ่านสะพานลอย
4842,天赋,她在音乐上很有天赋。,She has great talent in music.,เธอมีพรสวรรค์ด้านดนตรีมาก
4854,夸大,请不要夸大事实。,Please don't exaggerate the facts.,กรุณาอย่าพูดเกินความจริง
4871,奶,早上喝一杯牛奶。,Drink a glass of milk in the morning.,ตอนเช้าดื่มนมหนึ่งแก้ว
4876,好学,这个孩子从小就好学。,This child has been eager to learn since childhood.,เด็กคนนี้ใฝ่เรียนมาตั้งแต่เล็ก
4877,好心人,一位好心人帮了我们。,A kind-hearted person helped us.,คนใจดีคนหนึ่งช่วยเหลือเรา
4882,好运,祝你考试有好运。,Wishing you good luck on the exam.,ขอให้โชคดีในการสอบนะ
4891,姿态,她以谦虚的姿态回答问题。,She answered the question with a humble attitude.,เธอตอบคำถามด้วยท่าทีถ่อมตน
4894,嫌,他嫌房间太小了。,He complains that the room is too small.,เขารังเกียจว่าห้องเล็กเกินไป
4907,学艺,他年轻时拜师学艺。,"In his youth, he apprenticed himself to learn a craft.",ตอนหนุ่มเขาฝากตัวเป็นศิษย์เรียนวิชา
4909,孵化,母鸡正在孵化鸡蛋。,The hen is incubating the eggs.,แม่ไก่กำลังฟักไข่
4915,守,士兵日夜守着大门。,Soldiers guard the gate day and night.,ทหารเฝ้าประตูทั้งวันทั้งคืน
4923,定义,请给这个词下定义。,Please give a definition for this word.,ช่วยให้คำนิยามของคำนี้หน่อย
4925,定居,他们决定在国外定居。,They decided to settle abroad.,พวกเขาตัดสินใจไปตั้งรกรากที่ต่างประเทศ
4937,实惠,这家店的东西又实惠又好。,This shop's goods are both affordable and good.,ของร้านนี้ทั้งคุ้มค่าทั้งดี
4941,实话,请你跟我说实话。,Please tell me the truth.,ช่วยบอกความจริงกับฉันหน่อย
4948,宫廷,这是古代宫廷的服饰。,This is ancient palace-style clothing.,นี่คือเครื่องแต่งกายของราชสำนักสมัยโบราณ
4973,对白,这部电影的对白很精彩。,This movie's dialogue is wonderful.,บทสนทนาในหนังเรื่องนี้ยอดเยี่ยมมาก
4979,封闭,这条山路已经封闭了。,This mountain road has already been closed off.,ทางบนภูเขาเส้นนี้ถูกปิดไปแล้ว
4982,将要,我们将要出发了。,We are about to set off.,เรากำลังจะออกเดินทางแล้ว
4985,尊贵,客人受到了尊贵的礼遇。,The guest received honored treatment.,เขาต้อนรับแขกอย่างสมเกียรติ
5004,尴尬,他的问题让我很尴尬。,His question made me very embarrassed.,คำถามของเขาทำให้ฉันอึดอัดใจมาก
5009,尽头,他们走到了小路的尽头。,They walked to the end of the path.,พวกเขาเดินไปจนสุดทาง
5019,展现,美丽的风景展现在眼前。,A beautiful scene unfolded before our eyes.,ทิวทัศน์ที่สวยงามปรากฏอยู่ตรงหน้า
5037,崭新,他穿着一身崭新的西装。,He is wearing a brand-new suit.,เขาสวมสูทใหม่เอี่ยมทั้งชุด
5039,川流不息,街上的车辆川流不息。,The traffic on the street flows without stopping.,รถราบนถนนวิ่งกันไม่ขาดสาย
5042,工序,这道工序十分复杂。,This working procedure is very complicated.,ขั้นตอนการผลิตนี้ซับซ้อนมาก
5047,巩固,我们要巩固学习成果。,We should consolidate our learning achievements.,เราต้องเสริมผลการเรียนให้มั่นคง
5058,带动,新政策带动了经济发展。,The new policy has spurred economic development.,นโยบายใหม่ช่วยกระตุ้นการพัฒนาเศรษฐกิจ
5068,干活儿,工人正在地里干活儿。,The workers are working in the field.,คนงานกำลังทำงานอยู่ในไร่
5075,平常心,比赛时要保持平常心。,One should stay calm during a competition.,เวลาแข่งต้องรักษาใจให้เป็นปกติ
5084,幻觉,他产生了一种奇怪的幻觉。,He experienced a strange hallucination.,เขาเกิดภาพหลอนแปลกๆ ขึ้นมา
5094,应有尽有,超市里的商品应有尽有。,The supermarket has everything one could need.,สินค้าในซูเปอร์มาร์เก็ตมีครบทุกอย่าง
5099,庙,村子附近有一座庙。,There is a temple near the village.,ใกล้ๆ หมู่บ้านมีวัดอยู่แห่งหนึ่ง
5105,庸俗,这部电影的情节很庸俗。,The plot of this movie is very vulgar.,เนื้อเรื่องของหนังเรื่องนี้หยาบคายไร้รสนิยม
5118,开展,学校开展了阅读活动。,The school launched a reading activity.,โรงเรียนจัดกิจกรรมการอ่านขึ้น
5125,开辟,政府计划开辟新航线。,The government plans to open a new route.,รัฐบาลวางแผนจะเปิดเส้นทางเดินเรือใหม่
5128,异性,青春期孩子开始关注异性。,Teenagers begin to notice the opposite sex.,เด็กวัยรุ่นเริ่มสนใจเพศตรงข้าม
5136,引领,他引领着队伍向前走。,He leads the team forward.,เขานำทีมเดินไปข้างหน้า
5137,弟子,他收了三个弟子。,He took on three disciples.,เขารับลูกศิษย์สามคน
5141,弯曲,这条山路十分弯曲。,This mountain road is very winding.,ทางบนภูเขาสายนี้คดเคี้ยวมาก
5144,强制,学校强制要求穿校服。,The school mandates wearing uniforms.,โรงเรียนบังคับให้ใส่ชุดนักเรียน
5157,当成,大家把他当成了自己人。,Everyone regarded him as one of their own.,ทุกคนถือว่าเขาเป็นพวกเดียวกัน
5164,彩色,他画了一幅彩色的画。,He painted a colorful picture.,เขาวาดภาพระบายสีภาพหนึ่ง
5177,徐徐,晚风徐徐吹进窗户。,The evening breeze blows slowly through the window.,ลมยามค่ำพัดเอื่อยๆ เข้ามาทางหน้าต่าง
5178,得以,问题终于得以解决。,The problem was finally able to be resolved.,สุดท้ายปัญหาก็แก้ไขได้สำเร็จ
5190,心疼,妈妈看着我很心疼。,Mom looked at me with heartfelt concern.,แม่มองฉันแล้วรู้สึกสงสารเป็นห่วง
5199,必然,失败是成功的必然过程。,Failure is an inevitable part of success.,ความล้มเหลวเป็นขั้นตอนที่หลีกเลี่ยงไม่ได้ของความสำเร็จ
5206,忧郁,他最近情绪十分忧郁。,He has been feeling very depressed lately.,ช่วงนี้อารมณ์ของเขาหม่นหมองมาก
5225,性质,这两件事性质不同。,These two matters are different in nature.,สองเรื่องนี้มีลักษณะแตกต่างกัน
5226,怨言,他从来没有过怨言。,He has never had any complaints.,เขาไม่เคยบ่นสักคำ
5230,恋爱,他们已经恋爱三年了。,They have been in love for three years.,พวกเขาคบกันเป็นแฟนมาสามปีแล้ว
5249,情侣,公园里坐着不少情侣。,Quite a few couples are sitting in the park.,ในสวนสาธารณะมีคู่รักนั่งอยู่หลายคู่
5256,惊慌,火灾发生时大家很惊慌。,Everyone panicked when the fire broke out.,ตอนเกิดไฟไหม้ทุกคนตื่นตกใจกันมาก
5261,惯性,汽车靠惯性继续前进。,The car continues moving forward due to inertia.,รถเคลื่อนที่ต่อไปด้วยแรงเฉื่อย
5270,愚蠢,这个决定实在愚蠢。,This decision is really foolish.,การตัดสินใจนี้โง่เขลาจริงๆ
5284,成型,这批产品还没有成型。,This batch of products has not yet taken shape.,สินค้าล็อตนี้ยังไม่ขึ้นรูปเป็นรูปเป็นร่าง
5291,战场,士兵们奔赴战场。,The soldiers rushed to the battlefield.,เหล่าทหารมุ่งหน้าสู่สนามรบ
5293,截止,报名将于明天截止。,Registration will close tomorrow.,การรับสมัครจะปิดรับในวันพรุ่งนี้
5298,所在,请告诉我车站的所在。,Please tell me where the station is located.,กรุณาบอกที่ตั้งของสถานีให้ฉันหน่อย
5302,手势,他用手势告诉我方向。,He used a gesture to tell me the direction.,เขาใช้ท่ามือบอกทิศทางให้ฉัน
5313,打交道,他经常跟外国人打交道。,He often deals with foreigners.,เขาติดต่อคบหากับชาวต่างชาติบ่อยๆ
5316,打击,失败给了他很大打击。,The failure was a huge blow to him.,ความล้มเหลวสร้างความกระทบกระเทือนครั้งใหญ่ให้เขา
5320,打工,她假期在餐厅打工。,She works part-time at a restaurant during vacation.,ช่วงปิดเทอมเธอทำงานพิเศษที่ร้านอาหาร
5327,打雷,外面又刮风又打雷。,It's windy and thundering outside.,ข้างนอกทั้งลมแรงทั้งฟ้าร้อง
5328,托,她把脸托在手心上。,She rested her chin in her palm.,เธอเอามือรองหน้าไว้
5334,扭头,他听见喊声立刻扭头。,He immediately turned his head when he heard the shout.,พอได้ยินเสียงตะโกน เขาก็หันหัวทันที
5338,批判,他批判了这种做法。,He criticized this practice.,เขาวิจารณ์วิธีทำแบบนี้
5340,承包,他承包了这片鱼塘。,He contracted this fish pond.,เขารับเหมาบ่อปลานี้
5360,报废,这辆旧车已经报废了。,This old car has already been scrapped.,รถเก่าคันนี้กลายเป็นซากรถไปแล้ว
5363,抵御,城墙能抵御敌人进攻。,The city wall can withstand enemy attacks.,กำแพงเมืองต้านทานการโจมตีของศัตรูได้
5370,拄,老人拄着拐杖慢慢走。,"The old man walks slowly, leaning on a cane.",คนแก่ค่อยๆ เดินโดยใช้ไม้เท้ายัน
5374,拆,工人正在拆旧房子。,Workers are demolishing the old house.,คนงานกำลังรื้อบ้านเก่า
5385,招牌,那家店的招牌很显眼。,That shop's sign is very eye-catching.,ป้ายร้านนั้นสะดุดตามาก
5402,挂号,我去医院挂号看病。,I went to the hospital to register and see a doctor.,ฉันไปโรงพยาบาลลงทะเบียนหาหมอ
5403,指定,会议地点已经指定。,The meeting location has already been designated.,สถานที่ประชุมถูกกำหนดไว้แล้ว
5421,捂,她害怕地捂住了眼睛。,She covered her eyes in fear.,เธอปิดตาด้วยความกลัว
5424,捏,她轻轻捏了捏我的手。,She gently pinched my hand.,เธอบีบมือฉันเบาๆ
5425,捐款,大家纷纷为灾区捐款。,People donated money to the disaster area one after another.,ทุกคนพากันบริจาคเงินให้พื้นที่ประสบภัย
5446,接下来,接下来我们去哪里？,Where shall we go next?,ต่อไปเราจะไปไหนกันดี
5454,推行,政府正在推行新政策。,The government is implementing a new policy.,รัฐบาลกำลังนำนโยบายใหม่มาใช้
5462,描述,请你描述一下事情经过。,Please describe how the incident happened.,ช่วยบรรยายเหตุการณ์ที่เกิดขึ้นหน่อย
5468,提起,别提起那件伤心事了。,Don't bring up that sad matter again.,อย่าพูดถึงเรื่องเศร้านั้นอีกเลย
5474,揣摩,我仔细揣摩他的意思。,I carefully tried to figure out what he meant.,ฉันค่อยๆ ครุ่นคิดว่าเขาหมายความว่าอะไร
5480,搬迁,这家工厂即将搬迁。,This factory is about to relocate.,โรงงานแห่งนี้กำลังจะย้ายที่
5482,搭配,这件衣服颜色搭配得好。,The colors of this outfit are well matched.,เสื้อผ้าชุดนี้จับคู่สีได้เข้ากันดี
5483,携带,乘客不能携带危险物品。,Passengers may not carry dangerous items.,ผู้โดยสารห้ามพกพาสิ่งของอันตราย
5485,摄影师,他是一名专业摄影师。,He is a professional photographer.,เขาเป็นช่างภาพมืออาชีพ
5493,摔倒,小孩在路上摔倒了。,The child fell down on the road.,เด็กหกล้มบนถนน
5516,改良,这种技术已经过改良。,This technology has already been improved.,เทคโนโลยีนี้ผ่านการปรับปรุงมาแล้ว
5529,救援,消防队及时进行救援。,The fire brigade carried out the rescue in time.,ข้างหน้ามีปั๊มน้ำมัน
5538,敬而远之,大家对他敬而远之。,Everyone keeps a respectful distance from him.,ในที่สุดเขาก็สำเร็จ
5541,敬重,学生们都很敬重老师。,The students deeply respect their teacher.,เขาพูดจามีอารมณ์ขันมาก
5551,文人,古代文人喜欢写诗。,Ancient scholars loved writing poetry.,ตอนที่เขาถึงบ้าน ฟ้าก็มืดแล้ว
5552,文献,他查阅了很多文献。,He consulted a lot of reference materials.,คุณครูตำหนิเขา
5571,旗帜,广场上飘扬着旗帜。,Flags flutter in the square.,น้ำในแก้วเต็มแล้ว
5577,无忧无虑,孩子们过着无忧无虑的生活。,The children live a carefree life.,นี่เป็นปัญหาสังคม
5578,无恶不作,这个坏人无恶不作。,This bad person will stop at nothing evil.,พ่อแม่ของฉันสุขภาพแข็งแรงดีทั้งคู่
5580,无所作为,他整天无所作为。,He achieves nothing all day long.,คุณครูใจเย็นกับนักเรียนมาก
5612,时空,这部电影探讨了时空穿梭的奥秘。,This movie explores the mystery of time travel.,สถานการณ์ตอนนี้ซับซ้อนมาก
5622,是非,他从不参与是非。,He never gets involved in disputes.,อาหารจานนี้ใช้น้ำมันเยอะมาก
5645,暗示,他的话暗示了一些问题。,His words hinted at some problems.,เขาทำโจทย์สะเพร่าตลอดเลย
5659,有望,这个项目有望成功。,This project is expected to succeed.,เราจะออกเดินทางพรุ่งนี้เช้า
5667,期望,父母对他期望很高。,His parents have high expectations of him.,เรากำลังถกเรื่องนี้กันอยู่
5671,木板,工人在钉木板。,The worker is nailing a wooden board.,เธอชอบอ่านนิตยสารแฟชั่น
5683,权威,他是这个领域的权威。,He is an authority in this field.,เรื่องนี้ทำให้ฉันซาบซึ้งใจมาก
5685,村,他出生在一个小村。,He was born in a small village.,การเรียนรู้ต้องค่อยๆ สะสม
5688,束,她送了我一束鲜花。,She gave me a bunch of fresh flowers.,ครูเป็นอาชีพที่ดี
5689,束缚,传统观念束缚着她。,Traditional ideas held her back.,เขาเป็นนักข่าว
5696,极为,这件事极为重要。,This matter is extremely important.,ทุกคนคัดค้านแผนนี้
5717,栏目,这个电视栏目很受欢迎。,This TV program segment is very popular.,นี่คือเรื่องราวความรัก
5721,株,院子里种着一株梅花。,A plum tree is planted in the yard.,เขาป่วย เลยไม่ได้ไปทำงาน
5730,桩,这是一桩大事。,This is a major matter.,นี่เป็นเรื่องใหญ่เรื่องหนึ่ง
5737,检验,产品出厂前要检验。,Products must be inspected before leaving the factory.,สินค้าต้องผ่านการตรวจสอบก่อนออกจากโรงงาน
5745,概率,这件事发生的概率很低。,The probability of this happening is very low.,โอกาสที่เรื่องนี้จะเกิดขึ้นมีน้อยมาก
5752,欠,他还欠我一百块钱。,He still owes me a hundred yuan.,เขายังติดเงินฉันอยู่ร้อยหนึ่ง
5753,次数,他迟到的次数太多了。,He has been late too many times.,เขามาสายหลายครั้งเกินไปแล้ว
5758,款式,这件衣服的款式很新。,This piece of clothing has a very new style.,ดีไซน์ของเสื้อตัวนี้ใหม่มาก
5764,歌颂,这首诗歌颂了母爱。,This poem praises a mother's love.,บทกวีนี้สรรเสริญความรักของแม่
5767,正义,法律代表着社会正义。,The law represents social justice.,กฎหมายเป็นตัวแทนของความยุติธรรมในสังคม
5775,此后,此后他再也没回来。,"After that, he never came back.",หลังจากนั้นเขาก็ไม่เคยกลับมาอีกเลย
5779,步骤,请按步骤操作机器。,Please operate the machine according to the steps.,กรุณาใช้งานเครื่องตามขั้นตอน
5784,死亡,车祸导致三人死亡。,The car accident caused three deaths.,อุบัติเหตุรถชนทำให้มีคนเสียชีวิตสามคน
5787,殿堂,这座殿堂十分庄严。,This hall is very solemn.,ห้องโถงแห่งนี้ดูสง่างามมาก
5788,毁,大火毁了整栋房子。,The fire destroyed the entire house.,ไฟไหม้ทำลายบ้านทั้งหลัง
5789,毅力,学好中文需要毅力。,Learning Chinese well requires perseverance.,การเรียนภาษาจีนให้เก่งต้องใช้ความมานะอดทน
5790,毅然,他毅然辞去了工作。,He resolutely quit his job.,เขาตัดสินใจลาออกจากงานอย่างเด็ดเดี่ยว
5812,水域,这片水域禁止游泳。,Swimming is prohibited in this body of water.,ห้ามว่ายน้ำในบริเวณน้ำแห่งนี้
5816,永久,他们许下了永久的诺言。,They made an everlasting promise.,พวกเขาให้คำมั่นสัญญาที่ยืนยาวชั่วนิรันดร์
5817,求,他求我帮他一个忙。,He asked me for a favor.,เขาขอให้ฉันช่วยเขาหน่อย
5831,沉重,他的心情十分沉重。,His mood was very heavy.,จิตใจของเขาหนักอึ้ง
