hanzi,sentence,en,th
之中,他在人群之中。,He is among the crowd.,เขาอยู่ท่ามกลางฝูงชน
之内,请在三天之内回复。,Please reply within three days.,ช่วยตอบกลับภายในสามวัน
之类,他喜欢篮球、足球之类的运动。,He likes sports like basketball,เขาชอบกีฬาจำพวกบาสเกตบอล ฟุตบอล อะไรทำนองนั้น
乐器,钢琴是常见的乐器。,The piano is a common musical instrument.,เปียโนเป็นเครื่องดนตรีที่พบเห็นได้ทั่วไป
乐意,我很乐意帮助你。,I am very willing to help you.,ฉันยินดีช่วยเธอมาก
乖,这只小狗特别乖。,This little dog is very well-behaved.,ลูกหมาตัวนี้เชื่อฟังมากเป็นพิเศษ
乘,他每天乘公交上班。,He takes the bus to work every day.,เขานั่งรถเมล์ไปทำงานทุกวัน
乘车,请大家排队乘车。,Please everyone line up to board the vehicle.,ขอให้ทุกคนเข้าแถวขึ้นรถ
也就是说,也就是说他不同意。,"In other words, he disagrees.",พูดอีกอย่างก็คือเขาไม่เห็นด้วย
乡,他决定回乡种地。,He decided to return to the countryside to farm.,เขาตัดสินใจกลับบ้านเกิดไปทำไร่ทำนา
乡村,他退休后搬到乡村生活。,After retiring,หลังเกษียณเขาย้ายไปใช้ชีวิตในชนบท
书桌,他坐在书桌前写作业。,He sat at the desk doing homework.,เขานั่งทำการบ้านอยู่ที่โต๊ะเขียนหนังสือ
书籍,图书馆里书籍很丰富。,The library has a rich collection of books.,ในห้องสมุดมีหนังสือหลากหลายมากมาย
予以,学校将予以奖励。,The school will give a reward.,ทางโรงเรียนจะมอบรางวัลให้
争,兄弟俩为了玩具争起来。,The brothers started fighting over the toy.,สองพี่น้องแย่งของเล่นกันขึ้นมา
争先恐后,大家争先恐后地报名。,Everyone rushed to sign up first.,ทุกคนแย่งกันสมัครกลัวจะช้ากว่าคนอื่น
争分夺秒,医生们争分夺秒地抢救。,Doctors raced against time to save him.,เหล่าหมอชิงทุกวินาทีเร่งช่วยชีวิตคนไข้
争吵,兄弟俩因小事争吵起来。,The two brothers started quarreling over a trivial matter.,สองพี่น้องทะเลาะกันเพราะเรื่องเล็กน้อย
争夺,两队激烈争夺冠军。,The two teams fiercely contested the title.,สองทีมแย่งชิงตำแหน่งแชมป์กันอย่างดุเดือด
争执,他们为小事争执起来。,They started arguing over a small matter.,พวกเขาโต้เถียงกันเพราะเรื่องเล็กน้อย
争气,他发誓一定要争气。,He vowed he would prove himself.,เขาสาบานว่าจะต้องพิสูจน์ตัวเองให้ได้
争议,这项政策引发了争议。,This policy sparked controversy.,นโยบายนี้จุดชนวนข้อถกเถียง
争论,他们为此争论不休。,They argued endlessly about this.,พวกเขาถกเถียงกันเรื่องนี้ไม่รู้จบ
事实上,事实上他并不知道。,"In fact, he didn't know.",ที่จริงแล้วเขาไม่รู้เรื่องเลย
事故,路口发生了交通事故。,A traffic accident occurred at the intersection.,เกิดอุบัติเหตุทางถนนขึ้นที่สี่แยก
事迹,他的英雄事迹广为流传。,His heroic deeds are widely known.,วีรกรรมของเขาเลื่องลือกันแพร่หลาย
云,天空飘着几朵白云。,A few white clouds drift across the sky.,บนท้องฟ้ามีเมฆขาวลอยอยู่ไม่กี่ก้อน
互信,双方应建立长期互信。,Both sides should build long-term mutual trust.,ทั้งสองฝ่ายควรสร้างความไว้ใจซึ่งกันและกันในระยะยาว
互补,他们的性格正好互补。,Their personalities complement each other perfectly.,นิสัยของพวกเขาเติมเต็มกันได้พอดี
五,教室里坐着五个学生。,Five students sit in the classroom.,ในห้องเรียนมีนักเรียนนั่งอยู่ห้าคน
五花八门,展会上的商品五花八门。,The goods at the exhibition were of every conceivable kind.,สินค้าในงานมีสารพัดชนิดหลากหลาย
井,村口有一口古老的井。,There is an old well at the village entrance.,ตรงปากทางเข้าหมู่บ้านมีบ่อน้ำเก่าแก่อยู่บ่อหนึ่ง
交换,我们交换了礼物。,We exchanged gifts.,เราแลกเปลี่ยนของขวัญกัน
交界,这里是两省的交界处。,This is the border between two provinces.,ที่นี่เป็นเขตรอยต่อของสองมณฑล
亦,他会说英语，亦懂法语。,"He speaks English, and also knows French.",เขาพูดภาษาอังกฤษได้ ทั้งยังเข้าใจภาษาฝรั่งเศสด้วย
产业,旅游产业发展迅速。,The tourism industry is developing rapidly.,อุตสาหกรรมท่องเที่ยวเติบโตอย่างรวดเร็ว
产地,请注明产品产地。,Please indicate the product's place of origin.,ช่วยระบุแหล่งผลิตของสินค้าด้วย
产物,这是时代发展的产物。,This is a product of the development of the times.,นี่คือผลผลิตจากการพัฒนาของยุคสมัย
产量,今年小麦产量很高。,This year's wheat output is very high.,ปีนี้ปริมาณผลผลิตข้าวสาลีสูงมาก
享有,这里享有很高的声誉。,This place enjoys a very high reputation.,ที่นี่มีชื่อเสียงเป็นที่ยกย่องอย่างสูง
亲,他亲手做了这份礼物。,He made this gift with his own hands.,เขาลงมือทำของขวัญชิ้นนี้ด้วยมือตัวเอง
亲切,老师对学生非常亲切。,The teacher is very kind to the students.,ครูเป็นกันเองและอบอุ่นกับนักเรียนมาก
亲密,他们俩关系很亲密。,The two of them have a close relationship.,ทั้งสองคนมีความสัมพันธ์ที่สนิทสนมกันมาก
亲爱,亲爱的朋友你好吗。,"Dear friend, how are you?",เพื่อนรัก สบายดีไหม?
亲眼,我亲眼看到了那件事。,I saw that happen with my own eyes.,ฉันเห็นเหตุการณ์นั้นกับตาตัวเอง
亲近,孩子和奶奶特别亲近。,The child is especially close to grandma.,เด็กคนนี้สนิทกับคุณย่าเป็นพิเศษ
人事,她在人事部工作。,She works in the human resources department.,เธอทำงานอยู่ในฝ่ายบุคคล
人力,这项工程需要大量人力。,This project requires a large amount of manpower.,โครงการนี้ต้องใช้กำลังคนจำนวนมาก
人口,这座城市人口众多。,This city has a large population.,เมืองนี้มีประชากรจำนวนมาก
人士,许多知名人士出席了。,Many well-known figures attended.,บุคคลผู้มีชื่อเสียงจำนวนมากมาร่วมงาน
人工,这是一片人工湖。,This is an artificial lake.,นี่เป็นทะเลสาบที่มนุษย์สร้างขึ้น
人性,这部小说深刻揭示了人性。,This novel deeply reveals human nature.,นิยายเรื่องนี้เผยธรรมชาติของมนุษย์อย่างลึกซึ้ง
人手,工地上现在缺人手。,The construction site is short of manpower right now.,ตอนนี้ไซต์ก่อสร้างขาดแรงคนอยู่
人格,诚实是一种人格魅力。,Honesty is a kind of personal charm.,ความซื่อสัตย์เป็นเสน่ห์อย่างหนึ่งของบุคลิกภาพ
人民,政府应该为人民服务。,The government should serve the people.,รัฐบาลควรรับใช้ประชาชน
人群,广场上挤满了人群。,The square was packed with crowds.,ที่ลานกว้างแน่นขนัดไปด้วยฝูงชน
人选,公司还没确定人选。,The company hasn't decided on a candidate yet.,บริษัทยังไม่ได้เลือกตัวบุคคลที่เหมาะสม
人造,这颗是人造卫星。,This is a man-made satellite.,ดวงนี้เป็นดาวเทียมที่มนุษย์สร้างขึ้น
仅仅,这仅仅是开始。,This is only the beginning.,นี่เป็นเพียงแค่จุดเริ่มต้นเท่านั้น
今日,今日事今日毕。,Finish today's work today.,เรื่องของวันนี้ทำให้เสร็จในวันนี้
仍旧,多年过去，他仍旧住在这里。,Many years have passed,หลายปีผ่านไป เขาก็ยังคงอยู่ที่นี่เหมือนเดิม
从中,他从中得到了不少启发。,He gained a lot of inspiration from it.,เขาได้แรงบันดาลใจจากเรื่องนั้นไม่น้อย
从早到晚,她从早到晚忙个不停。,She's busy nonstop from morning till night.,เธอยุ่งไม่หยุดตั้งแต่เช้าจรดค่ำ
从未,他从未去过北京。,He has never been to Beijing.,เขาไม่เคยไปปักกิ่งเลยสักครั้ง
仓库,货物都存放在仓库里。,The goods are all stored in the warehouse.,สินค้าทั้งหมดถูกเก็บไว้ในโกดัง
付,我来付这顿饭的钱。,I'll pay for this meal.,มื้อนี้ฉันจ่ายเอง
付款,请在网上付款。,Please pay online.,ช่วยชำระเงินผ่านทางออนไลน์
代,他代父亲出席。,He attended on his father's behalf.,เขาไปร่วมงานแทนพ่อ
以便,请提前预约以便安排。,Please book in advance so we can arrange things.,ช่วยจองล่วงหน้าเพื่อให้จัดเตรียมได้สะดวก
以免,请带伞以免淋雨。,Bring an umbrella to avoid getting rained on.,เอาร่มไปด้วยเพื่อไม่ให้เปียกฝน
以内,请在十分钟以内完成。,Please finish within ten minutes.,ช่วยทำให้เสร็จภายในสิบนาที
以往,他比以往更加努力了。,He is working harder than ever before.,ตอนนี้เขาขยันกว่าแต่ก่อนมาก
以至于,他太紧张，以至于说不出话。,He was so nervous that he couldn't speak.,เขาตื่นเต้นมากจนพูดไม่ออก
以致,他没复习，以致考试不及格。,He didn't review,เขาไม่ได้อ่านหนังสือทบทวน เลยสอบตก
仪器,实验室里有精密仪器。,The lab has precision instruments.,ในห้องทดลองมีเครื่องมือที่แม่นยำ
价,这个价我可以接受。,I can accept this price.,ราคานี้ฉันรับได้
价钱,这件衣服的价钱不贵。,The price of this piece of clothing isn't expensive.,เสื้อตัวนี้ราคาไม่แพง
任,他被任为项目经理。,He was appointed as the project manager.,เขาได้รับแต่งตั้งเป็นผู้จัดการโครงการ
任意,你可以任意选择座位。,You may choose any seat you like.,เธอเลือกที่นั่งได้ตามใจชอบ
仿佛,她仿佛没听见。,It seemed as if she hadn't heard.,เธอทำเหมือนไม่ได้ยิน
休想,你休想骗过我的眼睛。,Don't even think about fooling me.,อย่าหวังว่าจะหลอกตาฉันได้
休眠,这座火山已经休眠很久。,This volcano has been dormant for a long time.,ภูเขาไฟลูกนี้สงบนิ่งมานานแล้ว
休闲,周末适合休闲放松。,Weekends are good for leisure and relaxation.,วันหยุดสุดสัปดาห์เหมาะกับการพักผ่อนหย่อนใจ
众人,众人纷纷点头同意。,Everyone nodded in agreement.,ทุกคนพากันพยักหน้าเห็นด้วย
优质,这家工厂生产优质产品。,This factory produces high-quality products.,โรงงานนี้ผลิตสินค้าคุณภาพดี
优越,他家的经济条件十分优越。,His family's financial situation is very advantageous.,ฐานะทางการเงินของครอบครัวเขาดีมาก
优雅,她的动作十分优雅。,Her movements are very graceful.,ท่าทางของเธอสง่างามมาก
会场,会场里坐满了代表。,The meeting hall was filled with delegates.,ในห้องประชุมเต็มไปด้วยตัวแทน
会见,校长今天会见客人。,The principal is meeting guests today.,วันนี้ผู้อำนวยการพบปะแขก
会诊,几位专家为病人会诊。,Several experts held a consultation for the patient.,ผู้เชี่ยวชาญหลายคนร่วมกันวินิจฉัยอาการให้คนไข้
传奇,他的一生充满传奇色彩。,His life was full of legendary color.,ชีวิตของเขาเต็มไปด้วยสีสันแห่งตำนาน
传承,这门手艺代代传承。,This craft has been passed down through generations.,งานฝีมือนี้สืบทอดกันมาจากรุ่นสู่รุ่น
传授,老师向学生传授知识。,The teacher imparts knowledge to the students.,ครูถ่ายทอดความรู้ให้นักเรียน
传染,这种病会传染给别人。,This disease can be transmitted to others.,โรคนี้ติดต่อไปยังคนอื่นได้
传染病,医院正在预防传染病。,The hospital is preventing infectious disease.,โรงพยาบาลกำลังป้องกันโรคติดต่อ
传记,她读了一本名人传记。,She read a biography of a famous person.,เธออ่านหนังสือชีวประวัติของคนดัง
传达,他向大家传达了消息。,He conveyed the news to everyone.,เขาแจ้งข่าวให้ทุกคนได้รู้
伤口,医生正在处理伤口。,The doctor is treating the wound.,หมอกำลังทำแผลอยู่
伪装,他伪装成一名医生。,He disguised himself as a doctor.,เขาปลอมตัวเป็นหมอ
伯父,我伯父住在上海。,My uncle lives in Shanghai.,ลุงของฉันอาศัยอยู่ที่เซี่ยงไฮ้
伴,老人希望有个伴。,The old man wishes for a companion.,คนแก่อยากมีเพื่อนสักคนคอยอยู่ด้วย
伴随,成功往往伴随着汗水。,Success is often accompanied by hard work.,ความสำเร็จมักมาพร้อมกับหยาดเหงื่อ
位子,请帮我占一个位子。,Please save a seat for me.,ช่วยจองที่นั่งให้ฉันหน่อย
低下,他出身低下但很努力。,His background is humble but he works hard.,เขาเกิดมาต่ำต้อยแต่ก็ขยันมาก
低价,商店正在低价出售。,The store is selling at a low price.,ร้านกำลังขายในราคาถูก
低估,不要低估对手的实力。,Don't underestimate your opponent's strength.,อย่าประเมินคู่ต่อสู้ต่ำเกินไป
低温,冰箱要保持低温状态。,The fridge needs to stay at a low temperature.,ตู้เย็นต้องรักษาอุณหภูมิให้ต่ำ
住处,他终于找到了住处。,He finally found a place to live.,ในที่สุดเขาก็หาที่พักได้
住宅,这一带都是高档住宅。,This area is all upscale residences.,แถวนี้เป็นบ้านพักหรูทั้งนั้น
住房,政府增加了住房供应。,The government increased housing supply.,รัฐบาลเพิ่มการจัดหาที่อยู่อาศัย
体操,她从小练习体操。,She has practiced gymnastics since childhood.,เธอฝึกยิมนาสติกมาตั้งแต่เด็ก
体温,护士给病人量体温。,The nurse takes the patient's temperature.,พยาบาลวัดอุณหภูมิร่างกายให้คนไข้
体能,运动员每天训练体能。,Athletes train their physical fitness every day.,นักกีฬาฝึกสมรรถภาพร่างกายทุกวัน
体谅,请你多体谅他的难处。,Please be more understanding of his difficulties.,ช่วยเห็นใจความลำบากของเขาหน่อย
体贴,丈夫对她很体贴。,Her husband is very considerate towards her.,สามีเอาใจใส่เธอมาก
体重,他最近体重下降了。,His weight has dropped recently.,ช่วงนี้น้ำหนักของเขาลดลง
体面,他希望工作体面一点。,He hopes for a job with more dignity.,เขาอยากมีงานที่ดูมีหน้ามีตาหน่อย
何况,大人都累，何况小孩。,"Even adults get tired, let alone kids.",ขนาดผู้ใหญ่ยังเหนื่อยเลย นับประสาอะไรกับเด็ก
何必,你何必这么生气呢。,Why must you be so angry?,เธอจะต้องโกรธขนาดนี้ทำไม?
余,余今日甚感欣慰。,I feel quite gratified today.,วันนี้ข้าพเจ้ารู้สึกปลาบปลื้มยิ่งนัก
作战,士兵们勇敢地作战。,The soldiers fought bravely.,เหล่าทหารต่อสู้อย่างกล้าหาญ
作文,老师让我们写一篇作文。,The teacher asked us to write an essay.,ครูให้เราเขียนเรียงความหนึ่งเรื่อง
作风,他工作作风很严谨。,His work style is very rigorous.,สไตล์การทำงานของเขารอบคอบรัดกุมมาก
佳节,中秋佳节全家团圆。,"During the Mid-Autumn festive day, the whole family reunites.",เทศกาลไหว้พระจันทร์ ทั้งครอบครัวได้อยู่พร้อมหน้ากัน
使劲,他使劲推开了大门。,He pushed the door open with all his strength.,เขาออกแรงดันประตูจนเปิดออก
使者,他被派去当和平使者。,He was sent as an envoy of peace.,เขาถูกส่งไปเป็นทูตสันติภาพ
例外,这次考试没有一个例外。,This exam had no exceptions at all.,การสอบครั้งนี้ไม่มีข้อยกเว้นแม้แต่คนเดียว
供不应求,这种产品供不应求。,This product is in short supply.,สินค้าชนิดนี้ผลิตไม่ทันความต้องการ
供奉,村民在庙里供奉神像。,The villagers enshrine and worship a statue in the temple.,ชาวบ้านกราบไหว้บูชาเทวรูปในวัด
供求,价格由供求关系决定。,Price is determined by the relationship between supply and demand.,ราคาถูกกำหนดโดยความสัมพันธ์ระหว่างอุปสงค์และอุปทาน
供给,农场供给全城的蔬菜。,The farm supplies vegetables to the whole city.,ฟาร์มแห่งนี้ส่งผักให้ทั้งเมือง
依,孩子依靠父母生活。,Children rely on their parents for living.,เด็กๆ พึ่งพาพ่อแม่ในการใช้ชีวิต
依依不舍,朋友们依依不舍地告别。,The friends said goodbye reluctantly.,เพื่อนๆ ร่ำลากันอย่างอาลัยอาวรณ์
依托,小镇经济依托旅游业。,The town's economy relies on tourism.,เศรษฐกิจของเมืองเล็กๆ นี้พึ่งพาการท่องเที่ยว
依据,他依据事实做出判断。,He made a judgment based on the facts.,เขาตัดสินโดยอ้างอิงจากข้อเท็จจริง
依旧,她依旧每天早起锻炼。,She still gets up early to exercise every day.,เธอยังคงตื่นเช้ามาออกกำลังกายทุกวันเหมือนเดิม
依照,请依照规定办理手续。,Please handle the procedure according to regulations.,กรุณาดำเนินการตามระเบียบ
侧面,从侧面看这栋楼很高。,"Seen from the side, this building is very tall.",มองจากด้านข้าง ตึกนี้สูงมาก
侵占,他非法侵占了公司财产。,He illegally embezzled the company's assets.,เขาฮุบทรัพย์สินของบริษัทไปอย่างผิดกฎหมาย
便于,这个设计便于携带。,This design is convenient to carry.,ดีไซน์นี้พกพาสะดวก
便利,网购给生活带来便利。,Online shopping brings convenience to life.,การช้อปปิ้งออนไลน์ทำให้ชีวิตสะดวกสบายขึ้น
便捷,网上购物十分便捷。,Online shopping is very convenient.,การซื้อของออนไลน์สะดวกรวดเร็วมาก
便是,这便是我们的目标。,This is exactly our goal.,นี่แหละคือเป้าหมายของเรา
促使,这件事促使他改变。,This matter prompted him to change.,เรื่องนี้ผลักดันให้เขาเปลี่ยนแปลง
促销,商场正在举行促销活动。,The mall is holding a promotional sales event.,ห้างกำลังจัดกิจกรรมส่งเสริมการขาย
俗,每个地方都有自己的风俗。,Every place has its own customs.,แต่ละที่ต่างก็มีขนบธรรมเนียมของตัวเอง
俗话,俗话说得好，坚持就是胜利。,"As the saying goes, persistence is victory.",สุภาษิตกล่าวไว้ดี ความพยายามคือชัยชนะ
俗话说,俗话说熟能生巧。,"As the saying goes, practice makes perfect.",สุภาษิตว่าไว้ ยิ่งฝึกยิ่งชำนาญ
俗语,这句俗语大家都懂。,Everyone understands this common saying.,สำนวนนี้ทุกคนเข้าใจดี
保养,定期保养能延长车的寿命。,Regular maintenance can extend a car's lifespan.,การบำรุงรักษาอย่างสม่ำเสมอช่วยยืดอายุการใช้งานของรถ
保守,他的想法比较保守。,His ideas are rather conservative.,ความคิดของเขาค่อนข้างอนุรักษ์นิยม
保管,请把贵重物品保管好。,Please keep valuables in safekeeping.,ช่วยเก็บรักษาของมีค่าให้ดี
保险,他给汽车买了保险。,He bought insurance for his car.,เขาซื้อประกันให้รถยนต์
保障,政府保障公民的权利。,The government safeguards citizens' rights.,รัฐบาลคุ้มครองสิทธิของประชาชน
信仰,每个人都有自己的信仰。,Everyone has their own beliefs.,ทุกคนต่างก็มีศรัทธาความเชื่อของตัวเอง
信号,这里的手机信号很弱。,The phone signal here is very weak.,สัญญาณโทรศัพท์ที่นี่อ่อนมาก
信念,坚定的信念帮他渡过难关。,His firm belief helped him get through the crisis.,ความเชื่อมั่นที่แน่วแน่ช่วยให้เขาผ่านช่วงยากลำบากไปได้
信用,他很讲信用。,He values his word.,เขาเป็นคนรักษาคำพูด น่าเชื่อถือมาก
信誉,这家银行信誉很好。,This bank has a very good reputation.,ธนาคารนี้มีชื่อเสียงน่าเชื่อถือมาก
信赖,大家都很信赖他。,Everyone trusts him a lot.,ทุกคนไว้วางใจเขามาก
修养,他很有文化修养。,He has strong cultural refinement.,เขาเป็นคนมีภูมิความรู้ทางวัฒนธรรมสูง
修复,工人们修复了古建筑。,Workers restored the ancient building.,คนงานบูรณะอาคารเก่าแก่
修路,村里正在修路。,The village is repairing the road.,ในหมู่บ้านกำลังซ่อมถนน
倒下,他累得倒下就睡着了。,He was so tired he collapsed and fell asleep.,เขาเหนื่อยจนล้มลงแล้วหลับไป
倒霉,今天真是太倒霉了。,Today is really unlucky.,วันนี้ซวยจริงๆ เลย
候选人,三位候选人参加了辩论。,Three candidates joined the debate.,ผู้สมัครสามคนเข้าร่วมการโต้วาที
倚,她倚着窗户看风景。,She leaned against the window watching the scenery.,เธอพิงหน้าต่างมองวิว
借用,我想借用一下你的手机。,I'd like to borrow your phone for a moment.,ฉันขอยืมโทรศัพท์เธอหน่อยได้ไหม
借鉴,我们可以借鉴他人经验。,We can learn from others' experience.,เราเรียนรู้จากประสบการณ์ของคนอื่นได้
值班,今晚轮到我值班。,It's my turn to be on duty tonight.,คืนนี้ถึงคิวฉันเข้าเวร
值钱,这幅古画非常值钱。,This ancient painting is very valuable.,ภาพวาดโบราณนี้มีค่ามาก
倾向,他倾向于选择安静的生活。,He tends to choose a quiet life.,เขามีแนวโน้มที่จะเลือกใช้ชีวิตเงียบๆ
倾斜,这座塔明显向一边倾斜。,This tower clearly leans to one side.,หอคอยนี้เอียงไปด้านหนึ่งอย่างเห็นได้ชัด
倾诉,她向朋友倾诉烦恼。,She poured out her worries to her friend.,เธอระบายความกังวลใจให้เพื่อนฟัง
假使,假使明天下雨怎么办？,What if it rains tomorrow?,ถ้าพรุ่งนี้ฝนตกจะทำยังไง?
假定,我们先假定这个说法成立。,Let's first assume this statement is true.,เราลองสมมติก่อนว่าคำกล่าวนี้เป็นจริง
假装,他假装不认识我。,He pretended not to know me.,เขาแกล้งทำเป็นไม่รู้จักฉัน
假设,假设明天下雨怎么办。,"Suppose it rains tomorrow, what then?",สมมติว่าพรุ่งนี้ฝนตก แล้วจะทำยังไง?
偏,这幅画挂偏了。,This painting is hung crooked.,รูปนี้แขวนเอียงไป
偏偏,我出门偏偏忘带雨伞。,"As luck would have it, I forgot my umbrella.",พอจะออกจากบ้าน ดันลืมเอาร่มไปซะงั้น
偏僻,他住在一个偏僻的山村。,He lives in a remote mountain village.,เขาอาศัยอยู่ในหมู่บ้านบนภูเขาที่ห่างไกล
偏见,我们不应该对他人有偏见。,We shouldn't have prejudice against others.,เราไม่ควรมีอคติต่อคนอื่น
偏远,他在一个偏远的山村工作。,He works in a remote mountain village.,เขาทำงานในหมู่บ้านบนภูเขาที่ห่างไกล
停下,汽车突然停下了。,The car suddenly stopped.,รถหยุดกะทันหัน
停车位,商场里的停车位很紧张。,Parking spaces at the mall are very scarce.,ที่จอดรถในห้างหายากมาก
停顿,他说话时停顿了一下。,He paused for a moment while speaking.,ตอนพูดเขาหยุดชะงักไปครู่หนึ่ง
健全,国家正在健全法律制度。,The country is perfecting its legal system.,ประเทศกำลังทำให้ระบบกฎหมายสมบูรณ์ยิ่งขึ้น
健壮,这匹马长得又高又健壮。,This horse is tall and strong.,ม้าตัวนี้ทั้งสูงทั้งแข็งแรง
偶像,她是我心中的偶像。,She is my idol.,เธอเป็นไอดอลในใจฉัน
偷,有人偷了他的钱包。,Someone stole his wallet.,มีคนขโมยกระเป๋าเงินของเขาไป
偷偷,他偷偷溜出了教室。,He sneaked out of the classroom quietly.,เขาแอบเล็ดลอดออกจากห้องเรียน
傍晚,我们傍晚一起散步。,We take a walk together in the evening.,ตอนเย็นเราเดินเล่นด้วยกัน
储备,国家储备了大量粮食。,The country has stockpiled a large amount of grain.,ประเทศสำรองเสบียงอาหารไว้จำนวนมาก
储存,冰箱可以储存食物。,The fridge can store food.,ตู้เย็นเก็บอาหารได้
储蓄,她每月都坚持储蓄。,She saves money consistently every month.,เธอเก็บออมเงินอย่างสม่ำเสมอทุกเดือน
催,妈妈催我快点起床。,Mom urged me to get up quickly.,แม่เร่งให้ฉันรีบตื่น
催促,老师催促大家交作业。,The teacher urged everyone to hand in homework.,ครูเร่งให้ทุกคนส่งการบ้าน
催眠,轻柔的音乐能催眠。,Soft music can lull you to sleep.,เพลงเบาๆ ช่วยกล่อมให้หลับได้
傲,他从不骄傲自满。,He is never arrogant or complacent.,เขาไม่เคยหยิ่งผยองลำพองตน
傲慢,他的态度显得很傲慢。,His attitude seemed very arrogant.,ท่าทีของเขาดูหยิ่งยโสมาก
傻,别做这么傻的事情。,Don't do such a foolish thing.,อย่าทำเรื่องโง่ๆ แบบนี้
傻瓜,别把我当成傻瓜。,Don't treat me like a fool.,อย่ามาคิดว่าฉันเป็นคนโง่
元宵节,元宵节那天我们吃汤圆。,On the Lantern Festival we eat sweet rice balls.,วันเทศกาลโคมไฟเรากินบัวลอย
元旦,元旦那天我们放假。,We had a holiday on New Year's Day.,วันขึ้นปีใหม่เราหยุด
元素,水由两种元素组成。,Water is made up of two elements.,น้ำประกอบด้วยธาตุสองชนิด
元首,两国元首举行了会谈。,The two heads of state held talks.,ประมุขของสองประเทศจัดการเจรจา
兄弟,他们俩是亲兄弟。,The two of them are brothers.,พวกเขาสองคนเป็นพี่น้องแท้ๆ
充沛,他今天精力十分充沛。,He is full of energy today.,วันนี้เขามีเรี่ยวแรงเต็มเปี่ยม
充电器,我忘带充电器了。,I forgot to bring my charger.,ฉันลืมเอาที่ชาร์จมา
先前,情况比先前好多了。,The situation is much better than before.,สถานการณ์ดีขึ้นกว่าเมื่อก่อนมาก
先后,他们先后到达了机场。,They arrived at the airport one after another.,พวกเขาทยอยกันมาถึงสนามบิน
光彩,这场演出十分光彩夺目。,This performance was dazzlingly brilliant.,การแสดงครั้งนี้เจิดจ้าตระการตามาก
光明,未来充满了光明。,The future is full of light.,อนาคตเต็มไปด้วยความสดใสสว่างไสว
光滑,这块石头表面很光滑。,This stone's surface is very smooth.,ผิวของก้อนหินนี้เรียบลื่นมาก
光芒,太阳发出耀眼光芒。,The sun emits dazzling rays of light.,ดวงอาทิตย์เปล่งประกายแสงเจิดจ้า
光辉,太阳发出耀眼的光辉。,The sun gave off dazzling radiance.,ดวงอาทิตย์เปล่งรัศมีอันเจิดจ้า
克制,他努力克制自己的情绪。,He tried hard to control his emotions.,เขาพยายามข่มอารมณ์ตัวเอง
免,这次考试免了作文。,This exam exempted the essay section.,การสอบครั้งนี้ยกเว้นส่วนเรียงความ
免不了,第一次上台免不了紧张。,"First time on stage, nervousness is unavoidable.",ขึ้นเวทีครั้งแรก ยังไงก็ต้องตื่นเต้นเป็นธรรมดา
免疫,打疫苗能增强免疫能力。,Getting vaccinated boosts your immunity.,การฉีดวัคซีนช่วยเสริมภูมิคุ้มกัน
入侵,敌军试图入侵边境。,The enemy tried to invade the border.,กองทัพศัตรูพยายามรุกรานชายแดน
入门,这本书适合初学者入门。,This book is suitable for beginners to get started.,หนังสือเล่มนี้เหมาะสำหรับมือใหม่เริ่มต้น
全,他全都懂了。,He understood everything.,เขาเข้าใจทั้งหมดแล้ว
全体,全体同学都到齐了。,All the students have arrived.,นักเรียนทั้งหมดมากันครบแล้ว
全力,医生全力抢救病人。,The doctors made every effort to save the patient.,หมอทุ่มสุดกำลังช่วยชีวิตคนไข้
全力以赴,他全力以赴准备考试。,He is preparing for the exam with all his effort.,เขาทุ่มเทเต็มที่เพื่อเตรียมสอบ
全年,这家工厂全年不停工。,This factory operates without stopping all year.,โรงงานนี้เดินเครื่องตลอดทั้งปีไม่หยุด
全心全意,医生全心全意照顾病人。,The doctor cared for patients wholeheartedly.,หมอดูแลคนไข้อย่างสุดหัวใจ
全球,这是全球关注的问题。,This is an issue of global concern.,นี่เป็นปัญหาที่ทั่วโลกให้ความสนใจ
全程,他全程陪伴着病人。,He accompanied the patient the whole time.,เขาอยู่เป็นเพื่อนคนไข้ตลอดทั้งเส้นทาง
全能,她是学校的全能选手。,She is the school's all-round athlete.,เธอเป็นนักกีฬาที่เก่งรอบด้านของโรงเรียน
全身,他全身都湿透了。,He was soaked all over.,เขาเปียกโชกไปทั้งตัว
全长,这座桥全长两公里。,This bridge is two kilometers long in total.,สะพานนี้ยาวทั้งหมดสองกิโลเมตร
公主,这个故事讲的是一位公主。,This story is about a princess.,เรื่องนี้เล่าเกี่ยวกับเจ้าหญิงองค์หนึ่ง
公交车,我每天坐公交车上班。,I take the bus to work every day.,ฉันนั่งรถเมล์ไปทำงานทุกวัน
公众,这项政策受到公众关注。,This policy has drawn public attention.,นโยบายนี้ได้รับความสนใจจากสาธารณชน
公告,学校贴出了一张公告。,The school posted an announcement.,โรงเรียนติดประกาศไว้แผ่นหนึ่ง
公寓,她住在一栋新公寓里。,She lives in a new apartment building.,เธออาศัยอยู่ในอพาร์ตเมนต์หลังใหม่
公布,学校公布了考试成绩。,The school announced the exam results.,โรงเรียนประกาศผลสอบ
公平,比赛结果非常公平。,The competition result is very fair.,ผลการแข่งขันยุติธรรมมาก
公开,公司公开了财务报告。,The company made its financial report public.,บริษัทเปิดเผยรายงานการเงินต่อสาธารณะ
公式,老师讲解了这个数学公式。,The teacher explained this math formula.,ครูอธิบายสูตรคณิตศาสตร์นี้
